Date,Australian dollar   (AUD),Bahrain dinar   (BHD),Canadian dollar   (CAD),Chinese yuan   (CNY),Euro   (EUR),Indian rupee   (INR),Japanese yen   (JPY),Kuwaiti dinar   (KWD),Malaysian ringgit   (MYR),Mexican peso   (MXN),Pakistani rupee   (PKR),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Sri Lankan rupee   (LKR),Swiss franc   (CHF),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD)
2-Jan-14,1.122082585,0.376,1.0633,6.099,0.732171621,61.902,105.7443952,0.2845044355,3.278,13.1011,105.4859,3.64,38.51721633,3.75,130.7051,0.898,3.6725,0.605070491,1
3-Jan-14,1.113337787,0.376,1.0614,6.1039,0.733460466,62.4075,105.7443952,0.2845044355,3.2933,13.0911,105.421,3.64,38.51721633,3.75,130.7035,0.9016,3.6725,0.607422705,1
6-Jan-14,1.11744329,0.376,1.0659,6.1059,0.735186002,62.3265,104.69,0.28285,3.288,13.0905,105.4799,3.64,38.51721633,3.75,130.6811,0.9046,3.6725,0.610575162,1
7-Jan-14,1.121076233,0.376,1.0742,6.1042,0.733084085,62.379,104.46,0.2827,3.2865,13.0337,105.6187,3.64,38.51721633,3.75,130.695,0.9067,3.6725,0.609421659,1
8-Jan-14,1.119695443,0.376,1.0804,6.1079,0.735618655,62.243,104.9,0.2827,3.2835,13.0846,105.5287,3.64,38.51721633,3.75,130.741,0.9111,3.6725,0.608902149,1
9-Jan-14,1.125872551,0.376,1.0851,6.1109,0.734645901,62.181,104.85,0.2829,3.2785,13.1403,105.499,3.64,33.1547,3.75,130.8059,0.9094,3.6725,0.607791892,1
10-Jan-14,1.122964627,0.376,1.0917,6.1008,0.735997645,61.936,104.93,0.2829,3.268,13.0065,105.5179,3.64,33.2062,3.75,130.7314,0.9079,3.6725,0.608902149,1
13-Jan-14,1.106684374,0.376,1.0869,6.095,0.732386114,61.52,104.93,0.2823,3.2585,12.9889,105.6187,3.64,33.1204,3.75,130.7029,0.9029,3.6725,0.607976654,1
14-Jan-14,1.106806862,0.376,1.0934,6.093,0.731689471,61.52,103.3,0.28245,3.2585,13.0956,105.6187,3.64,33.2386,3.75,130.7029,0.9013,3.6725,0.608790941,1
15-Jan-14,1.121956692,0.376,1.0933,6.1005,0.734969866,61.5885,104.13,0.28265,3.283,13.1689,105.5548,3.64,33.3562,3.75,130.7029,0.9072,3.6725,0.608939228,1
16-Jan-14,1.134558657,0.376,1.0926,6.1065,0.735456351,61.5325,104.74,0.28265,3.2945,13.2907,105.5061,3.64,33.4013,3.75,130.7117,0.9074,3.6725,0.61218243,1
17-Jan-14,1.133658315,0.376,1.0961,6.1041,0.736160188,61.3518,104.37,0.28265,3.2945,13.2737,105.4522,3.64,33.4343,3.75,130.6629,0.9066,3.6725,0.608161528,1
21-Jan-14,1.133658315,0.376,1.0961,6.1041,0.739316871,61.3518,104.45,0.28265,3.2945,13.2737,105.4522,3.64,33.4343,3.75,130.6629,0.9066,3.6725,0.609124688,1
22-Jan-14,1.127904354,0.376,1.1069,6.1087,0.73713696,61.92,104.23,0.28285,3.3265,13.3194,105.5143,3.64,33.8688,3.75,130.7477,0.9107,3.6725,0.604266119,1
23-Jan-14,1.13662196,0.376,1.113,6.1107,0.733191583,61.988,104.64,0.28285,3.332,13.3722,105.4363,3.64,34.0334,3.75,130.7787,0.9036,3.6725,0.602554832,1
24-Jan-14,1.147315282,0.376,1.1062,6.1035,0.730620297,62.177,103.47,0.28285,3.3325,13.493,105.5377,3.64,34.26,3.75,130.8216,0.8928,3.6725,0.601974476,1
27-Jan-14,1.147315282,0.376,1.1098,6.1022,0.732171621,62.7145,102.45,0.28215,3.3445,13.4408,105.5771,3.64,34.7093,3.75,130.6575,0.8972,3.6725,0.603791813,1
28-Jan-14,1.138044839,0.376,1.1148,6.1053,0.732654407,62.9898,102.7,0.28215,3.34,13.3104,105.5333,3.64,34.625,3.75,130.7494,0.8994,3.6725,0.603718908,1
29-Jan-14,1.135589371,0.376,1.1148,6.1073,0.734861846,62.2005,103.25,0.2823,3.321,13.3671,105.4194,3.64,34.5633,3.75,130.7849,0.8976,3.6725,0.603937674,1
30-Jan-14,1.146000458,0.376,1.1171,6.105,0.73670252,62.7335,102.45,0.2822,3.346,13.3207,105.3897,3.64,35.2448,3.75,130.7339,0.8993,3.6725,0.606501698,1
31-Jan-14,1.141161703,0.376,1.1119,6.105,0.739863865,62.4768,102.82,0.2822,3.346,13.3769,105.4638,3.64,35.18,3.75,130.6957,0.9023,3.6725,0.607533414,1
3-Feb-14,1.142204455,0.376,1.1076,6.105,0.740850496,62.6891,102.26,0.28285,3.346,13.3769,105.5348,3.64,35.2347,3.75,130.7555,0.9045,3.6725,0.612257393,1
4-Feb-14,1.126126126,0.376,1.1055,6.105,0.739699682,62.6815,101.25,0.28285,3.3375,13.3928,105.5948,3.64,35.4502,3.75,130.7555,0.9042,3.6725,0.612745098,1
5-Feb-14,1.124606388,0.376,1.1101,6.105,0.738388836,62.4525,101.57,0.28275,3.3255,13.3705,105.5948,3.64,34.9592,3.75,130.7284,0.9046,3.6725,0.61447708,1
6-Feb-14,1.115573405,0.376,1.1066,6.105,0.741015191,62.5045,101.58,0.28275,3.3215,13.2211,105.4472,3.64,34.7287,3.75,130.6522,0.9042,3.6725,0.613120785,1
7-Feb-14,1.118568233,0.376,1.1018,6.1089,0.73670252,62.3155,102.02,0.28275,3.3225,13.3285,105.4356,3.64,34.6044,3.75,130.6471,0.9017,3.6725,0.61218243,1
10-Feb-14,1.119444755,0.376,1.1048,6.1083,0.733245344,62.193,102.48,0.28235,3.33,13.3134,105.4591,3.64,34.7636,3.75,130.6831,0.8973,3.6725,0.610090904,1
11-Feb-14,1.11000111,0.376,1.1025,6.1069,0.731207956,62.439,102.48,0.2822,3.3413,13.2916,105.4265,3.64,34.7964,3.75,130.7142,0.8961,3.6725,0.608494584,1
12-Feb-14,1.104972376,0.376,1.0993,6.1078,0.736756797,62.125,102.52,0.28235,3.324,13.3056,105.4265,3.64,34.7595,3.75,130.8003,0.9005,3.6725,0.605107104,1
