Date,Australian dollar   (AUD),Bahrain dinar   (BHD),Canadian dollar   (CAD),Chinese yuan   (CNY),Euro   (EUR),Indian rupee   (INR),Japanese yen   (JPY),Kuwaiti dinar   (KWD),Malaysian ringgit   (MYR),Mexican peso   (MXN),Pakistani rupee   (PKR),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Sri Lankan rupee   (LKR),Swiss franc   (CHF),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD)
25-Jan-17,1.325732467,0.376,1.3075,6.8787,0.930838686,68.1556,113.5,0.3049,4.4385,21.3439,104.8643,3.64,59.1489,3.75,150.15,0.9985,3.6725,0.794975753,1
26-Jan-17,1.325732467,0.376,1.3104,6.8803,0.934579439,68.1556,113.36,0.30475,4.4355,21.2024,104.8744,3.64,59.6356,3.75,150.2494,0.9977,3.6725,0.794155019,1
27-Jan-17,1.32837407,0.376,1.3108,6.8803,0.936241925,68.2043,115.0,0.30475,4.4295,21.0212,104.8624,3.64,60.3196,3.75,150.25,0.9996,3.6725,0.797861731,1
30-Jan-17,1.324152542,0.376,1.3093,6.8803,0.940733772,68.0426,114.4,0.305,4.4295,20.7588,104.8647,3.64,60.1618,3.75,150.25,1.0018,3.6725,0.798785846,1
31-Jan-17,1.321527686,0.376,1.303,6.8803,0.929800093,67.8125,113.6,0.305,4.4295,20.7908,104.8658,3.64,60.0851,3.75,150.2429,0.9929,3.6725,0.802471613,1
1-Feb-17,1.321702353,0.376,1.3089,6.8803,0.926784059,67.6458,113.0,0.3047,4.4295,20.7752,104.8536,3.64,60.3099,3.75,150.3246,0.9895,3.6725,0.79057633,1
2-Feb-17,1.309243257,0.376,1.3019,6.8803,0.925240563,67.448,112.5,0.3047,4.438,20.5757,104.8247,3.64,59.9858,3.75,150.5,0.9879,3.6725,0.78939059,1
3-Feb-17,1.30667712,0.376,1.3004,6.8697,0.93101201,67.3825,113.0,0.3047,4.4255,20.3439,104.8365,3.64,59.3137,3.75,150.5,0.997,3.6725,0.800897005,1
6-Feb-17,1.304631442,0.376,1.3117,6.8637,0.933532487,67.1958,112.55,0.3047,4.4225,20.3439,104.8143,3.64,58.7121,3.75,150.5,0.9947,3.6725,0.801506833,1
7-Feb-17,1.303611002,0.376,1.3167,6.8765,0.93676815,67.3692,111.85,0.30485,4.436,20.637,104.8236,3.64,59.1933,3.75,150.75,0.9994,3.6725,0.807884957,1
8-Feb-17,1.310272537,0.376,1.3157,6.8842,0.937646507,67.3058,112.4,0.30495,4.44,20.4994,104.8209,3.64,59.5129,3.75,150.75,0.9993,3.6725,0.800640512,1
9-Feb-17,1.31147541,0.376,1.3141,6.8635,0.935278713,67.0123,112.18,0.30495,4.44,20.4163,104.8214,3.64,59.0235,3.75,150.75,0.9989,3.6725,0.796431985,1
10-Feb-17,1.308044474,0.376,1.3074,6.8799,0.940822279,66.9367,113.7,0.30495,4.4455,20.3535,104.8179,3.64,58.8457,3.75,150.75,1.0024,3.6725,0.803148341,1
13-Feb-17,1.304631442,0.376,1.3071,6.8797,0.940822279,66.9663,113.9,0.3053,4.4455,20.328,104.8209,3.64,58.0619,3.75,150.7474,1.0028,3.6725,0.798212005,1
14-Feb-17,1.302422506,0.376,1.3093,6.8717,0.941353667,66.9439,113.67,0.3053,4.4495,20.3507,104.8207,3.64,57.7388,3.75,150.7306,1.0035,3.6725,0.802342841,1
15-Feb-17,1.303611002,0.376,1.3084,6.8682,0.947418285,66.9193,114.33,0.3055,4.45,20.3254,104.822,3.64,56.7719,3.75,150.7456,1.0091,3.6725,0.804828974,1
16-Feb-17,1.296512382,0.376,1.3084,6.8618,0.938790837,66.9468,113.85,0.30535,4.457,20.3254,104.8315,3.64,57.1507,3.75,150.7416,1.0009,3.6725,0.800384184,1
17-Feb-17,1.297185108,0.376,1.3116,6.8706,0.938967136,67.0467,113.44,0.30535,4.458,20.4526,104.8325,3.64,57.6342,3.75,150.7482,0.9993,3.6725,0.805412371,1
21-Feb-17,1.304121022,0.376,1.3149,6.8855,0.949036728,67.0467,113.5,0.3054,4.4595,20.4489,104.8458,3.64,57.859,3.75,151.1245,1.0097,3.6725,0.805120567,1
22-Feb-17,1.300221038,0.376,1.3187,6.8784,0.951203272,66.9644,113.58,0.3054,4.457,19.9127,104.8526,3.64,57.4762,3.75,151.2426,1.0138,3.6725,0.804246421,1
23-Feb-17,1.300897619,0.376,1.3109,6.8758,0.945805353,66.8351,113.36,0.3054,4.45,19.7011,104.8536,3.64,57.4762,3.75,151.235,1.0094,3.6725,0.801474713,1
24-Feb-17,1.295840352,0.376,1.3104,6.8704,0.942595909,66.8351,112.85,0.3054,4.446,19.8335,104.8556,3.64,57.4762,3.75,151.235,1.0047,3.6725,0.796717524,1
27-Feb-17,1.299545159,0.376,1.3101,6.8733,0.944554642,66.7249,112.15,0.3053,4.443,19.8322,104.8533,3.64,57.9371,3.75,151.25,1.0069,3.6725,0.805412371,1
28-Feb-17,1.300728408,0.376,1.3248,6.8692,0.943663301,66.7375,112.55,0.3053,4.445,19.9957,104.8514,3.64,57.9627,3.75,151.25,1.0051,3.6725,0.803858521,1
1-Mar-17,1.306165099,0.376,1.3338,6.8792,0.949397133,66.8482,113.0,0.3055,4.4475,19.9007,104.8431,3.64,58.3776,3.75,151.25,1.0102,3.6725,0.812017864,1
2-Mar-17,1.306335728,0.376,1.3387,6.8823,0.951112802,66.7433,114.0,0.3057,4.45,19.9373,104.8452,3.64,58.4067,3.75,151.2476,1.0116,3.6725,0.814265939,1
3-Mar-17,1.322401481,0.376,1.3405,6.903,0.946521533,66.8354,114.25,0.3057,4.4555,19.6147,104.8459,3.64,58.9099,3.75,151.25,1.0122,3.6725,0.81799591,1
6-Mar-17,1.320480655,0.376,1.3404,6.8967,0.944108761,66.7559,113.8,0.30545,4.452,19.5538,104.8538,3.64,58.337,3.75,151.25,1.0096,3.6725,0.815727221,1
7-Mar-17,1.312335958,0.376,1.3417,6.8995,0.945537065,66.6347,114.0,0.3056,4.452,19.521,104.8538,3.64,58.263,3.75,151.2371,1.0144,3.6725,0.820512821,1
8-Mar-17,1.317523057,0.376,1.3475,6.9041,0.947328534,66.6362,113.67,0.3056,4.449,19.6007,104.856,3.64,58.263,3.75,151.2534,1.0128,3.6725,0.823113013,1
9-Mar-17,1.330849082,0.376,1.3513,6.9134,0.947777462,66.7707,114.44,0.30585,4.4595,19.7974,104.854,3.64,58.8318,3.75,151.35,1.0143,3.6725,0.822909809,1
10-Mar-17,1.329433661,0.376,1.3464,6.9169,0.942862531,66.688,115.2,0.30585,4.4575,19.6279,104.8552,3.64,59.2174,3.75,151.35,1.0126,3.6725,0.823519723,1
13-Mar-17,1.329433661,0.376,1.3447,6.9062,0.937822376,66.688,114.85,0.3054,4.4465,19.5803,104.8583,3.64,59.1327,3.75,151.35,1.0082,3.6725,0.81799591,1
14-Mar-17,1.329433661,0.376,1.3447,6.9194,0.940645283,66.688,114.85,0.3054,4.4465,19.5803,104.8583,3.64,59.1327,3.75,151.35,1.0082,3.6725,0.824538259,1
15-Mar-17,1.320306311,0.376,1.3428,6.911,0.94144229,65.5146,114.8,0.3056,4.451,19.4493,104.849,3.64,59.1128,3.75,151.35,1.0089,3.6725,0.820243612,1
16-Mar-17,1.302422506,0.376,1.3319,6.8935,0.932314003,65.3836,113.4,0.3051,4.438,19.173,104.8567,3.64,58.2437,3.75,151.3469,0.9977,3.6725,0.813338756,1
17-Mar-17,1.30055924,0.376,1.3337,6.9073,0.931358853,65.5411,113.45,0.3051,4.442,19.117,104.8536,3.64,57.9344,3.75,151.308,0.9971,3.6725,0.809094219,1
20-Mar-17,1.294665976,0.376,1.3358,6.905,0.930059524,65.3827,113.45,0.3049,4.4325,19.117,104.8547,3.64,57.2847,3.75,151.3138,0.9977,3.6725,0.80749354,1
21-Mar-17,1.297353399,0.376,1.3317,6.8982,0.92575449,65.3117,112.7,0.3049,4.429,19.107,104.8604,3.64,57.2323,3.75,151.3939,0.9955,3.6725,0.802439416,1
22-Mar-17,1.304121022,0.376,1.336,6.8856,0.925326177,65.4881,111.51,0.3046,4.431,19.0837,104.859,3.64,57.636,3.75,151.6083,0.9932,3.6725,0.803277372,1
23-Mar-17,1.305142261,0.376,1.3336,6.8879,0.927127758,65.422,111.48,0.3046,4.431,18.9877,104.859,3.64,57.5228,3.75,151.6,0.9927,3.6725,0.8,1
24-Mar-17,1.312680494,0.376,1.3374,6.8937,0.925497455,65.4581,111.34,0.3046,4.43,18.8528,104.8583,3.64,57.4247,3.75,151.6,0.9917,3.6725,0.800192046,1
27-Mar-17,1.310100878,0.376,1.3373,6.8752,0.918357976,65.0892,110.39,0.3043,4.4145,18.8661,104.8625,3.64,57.0233,3.75,151.6,0.9851,3.6725,0.794438928,1
28-Mar-17,1.313197636,0.376,1.3374,6.8846,0.92089511,65.0892,110.57,0.3043,4.4175,18.8853,104.8609,3.64,56.9364,3.75,151.6943,0.9859,3.6725,0.796463701,1
29-Mar-17,1.308215594,0.376,1.3364,6.8899,0.930405657,64.9552,111.22,0.30455,4.422,18.8092,104.8596,3.64,57.0241,3.75,151.6943,0.994,3.6725,0.804408157,1
30-Mar-17,1.304971943,0.376,1.3304,6.8928,0.931358853,64.9325,111.35,0.30475,4.4225,18.7079,104.8589,3.64,56.3779,3.75,151.7,0.9957,3.6725,0.802922638,1
31-Mar-17,1.308215594,0.376,1.331,6.891,0.935366196,64.8386,112.05,0.30475,4.4265,18.7955,104.8545,3.64,55.9606,3.75,151.7354,1.001,3.6725,0.803051596,1
3-Apr-17,1.315443304,0.376,1.3384,6.891,0.937998312,64.9103,111.3,0.305,4.426,18.732,104.8566,3.64,56.1396,3.75,151.6,1.003,3.6725,0.79987202,1
4-Apr-17,1.319957761,0.376,1.3425,6.891,0.938878978,64.9103,110.49,0.3049,4.4315,18.8334,104.8524,3.64,56.5553,3.75,151.6,1.0036,3.6725,0.803341902,1
5-Apr-17,1.319261214,0.376,1.3409,6.8946,0.936504963,65.0438,110.79,0.3049,4.4295,18.7192,104.8556,3.64,55.894,3.75,151.6,1.003,3.6725,0.801378371,1
6-Apr-17,1.325908247,0.376,1.3418,6.8972,0.937558597,64.9791,110.5,0.3049,4.4365,18.7696,104.8559,3.64,56.4369,3.75,151.6,1.0034,3.6725,0.802825947,1
7-Apr-17,1.329256945,0.376,1.3395,6.899,0.940733772,64.9791,110.43,0.3049,4.4375,18.656,104.8515,3.64,56.9201,3.75,151.6,1.0055,3.6725,0.804926148,1
10-Apr-17,1.335113485,0.376,1.3349,6.908,0.945358291,64.4418,111.42,0.30525,4.4395,18.6923,104.8569,3.64,57.3896,3.75,151.6,1.0098,3.6725,0.806061583,1
11-Apr-17,1.332977873,0.376,1.3332,6.9023,0.941974378,64.5438,110.8,0.30525,4.4345,18.7646,104.8619,3.64,56.9552,3.75,151.6,1.007,3.6725,0.804764204,1
12-Apr-17,1.333511135,0.376,1.33,6.8928,0.942951438,64.692,109.48,0.305,4.4325,18.7528,104.8615,3.64,56.7556,3.75,151.6133,1.0077,3.6725,0.800192046,1
13-Apr-17,1.317696666,0.376,1.3275,6.8846,0.940733772,64.3165,108.85,0.3047,4.4235,18.7528,104.8634,3.64,56.6019,3.75,151.6133,1.0045,3.6725,0.797384579,1
14-Apr-17,1.317696666,0.376,1.3275,6.8866,0.940733772,64.3165,109.17,0.3047,4.4025,18.7528,104.8575,3.64,56.2945,3.75,151.6133,1.0042,3.6725,0.797384579,1
17-Apr-17,1.317696666,0.376,1.3289,6.8869,0.940733772,64.4053,108.3,0.30485,4.404,18.5582,104.86,3.64,56.2505,3.75,151.6,1.0037,3.6725,0.797384579,1
18-Apr-17,1.322751323,0.376,1.3377,6.8887,0.936154278,64.5657,109.1,0.30485,4.4085,18.4863,104.8666,3.64,55.9793,3.75,151.9,1.0019,3.6725,0.789889415,1
19-Apr-17,1.329610424,0.376,1.346,6.8862,0.932400932,64.5443,108.55,0.30445,4.407,18.8374,104.87,3.64,56.1753,3.75,151.9,0.9964,3.6725,0.778846528,1
20-Apr-17,1.332090049,0.376,1.3482,6.8857,0.930665426,64.6364,108.95,0.30445,4.401,18.8187,104.8655,3.64,56.4165,3.75,151.9,0.9962,3.6725,0.781158458,1
21-Apr-17,1.327140013,0.376,1.3506,6.8813,0.93475416,64.5701,109.25,0.30445,4.395,18.8413,104.8609,3.64,56.2307,3.75,151.9,0.9984,3.6725,0.78167748,1
24-Apr-17,1.322926313,0.376,1.3492,6.8861,0.921828909,64.4757,110.04,0.3043,4.395,18.6521,104.8593,3.64,56.0794,3.75,151.9,0.9947,3.6725,0.780122479,1
25-Apr-17,1.322926313,0.376,1.3592,6.8865,0.918189331,64.2776,109.92,0.3043,4.38,18.9225,104.8603,3.64,55.8453,3.75,151.8985,0.9954,3.6725,0.780092051,1
26-Apr-17,1.330494944,0.376,1.3593,6.8898,0.918020747,64.0013,111.35,0.3042,4.355,19.1119,104.8582,3.64,56.3131,3.75,151.9,0.9949,3.6725,0.779879119,1
27-Apr-17,1.336005344,0.376,1.3624,6.8944,0.919033177,64.1141,111.3,0.3042,4.346,19.1119,104.8277,3.64,56.9707,3.75,151.9,0.993,3.6725,0.775193798,1
28-Apr-17,1.337792642,0.376,1.3662,6.8977,0.914913083,64.217,111.25,0.3042,4.3475,18.9594,104.798,3.64,56.9838,3.75,151.9,0.9902,3.6725,0.772707955,1
1-May-17,1.335826877,0.376,1.3662,6.8977,0.914913083,64.217,111.45,0.3043,4.3475,18.9594,104.798,3.64,56.9838,3.75,151.9,0.9947,3.6725,0.772707955,1
2-May-17,1.326435867,0.376,1.372,6.8973,0.916170408,64.2072,112.0,0.3043,4.3275,18.7731,104.8252,3.64,56.9518,3.75,151.9,0.9944,3.6725,0.773754256,1
3-May-17,1.333333333,0.376,1.3714,6.8936,0.915834783,64.1439,112.0,0.3043,4.3145,18.8031,104.8355,3.64,57.0927,3.75,151.9,0.9907,3.6725,0.773634535,1
4-May-17,1.349892009,0.376,1.3714,6.8964,0.915164272,64.2115,112.0,0.30445,4.323,19.0019,104.8413,3.64,57.5714,3.75,152.0391,0.9923,3.6725,0.776036008,1
5-May-17,1.355748373,0.376,1.3712,6.8986,0.912325518,64.3079,112.0,0.30445,4.3365,19.0137,104.8495,3.64,58.5382,3.75,152.0455,0.9898,3.6725,0.77309625,1
8-May-17,1.348617667,0.376,1.3705,6.9034,0.91424392,64.2154,112.75,0.30425,4.3335,19.1164,104.8559,3.64,58.5382,3.75,152.3154,0.9929,3.6725,0.771604938,1
9-May-17,1.360174102,0.376,1.3728,6.9065,0.918442322,64.5065,113.5,0.3044,4.3405,19.1364,104.8638,3.64,58.5382,3.75,152.3154,1.0026,3.6725,0.773664462,1
10-May-17,1.357588922,0.376,1.3672,6.9035,0.918948723,64.5065,113.85,0.3046,4.3405,18.9587,104.8581,3.64,58.0824,3.75,152.3154,1.0068,3.6725,0.772379702,1
11-May-17,1.360174102,0.376,1.3707,6.9032,0.920810313,64.438,114.15,0.3047,4.3515,18.9039,104.7836,3.64,57.1161,3.75,152.3154,1.0076,3.6725,0.775524448,1
12-May-17,1.354096141,0.376,1.3714,6.9034,0.919455682,64.3043,113.88,0.3047,4.348,18.7594,104.8414,3.64,57.164,3.75,152.3,1.0076,3.6725,0.777907429,1
15-May-17,1.351533991,0.376,1.3641,6.898,0.911410864,64.1188,113.4,0.30445,4.3365,18.67,104.8279,3.64,56.5258,3.75,152.3769,0.9982,3.6725,0.773514851,1
16-May-17,1.347164219,0.376,1.3596,6.8934,0.90424089,64.0758,113.49,0.3043,4.3135,18.6183,104.8529,3.64,56.2603,3.75,152.3,0.99,3.6725,0.775674837,1
17-May-17,1.34589502,0.376,1.3614,6.889,0.899523253,64.0214,112.65,0.30385,4.3175,18.6761,104.8526,3.64,56.7383,3.75,152.3667,0.9837,3.6725,0.77089115,1
18-May-17,1.341021859,0.376,1.3611,6.8925,0.898553329,64.3441,111.03,0.30355,4.3275,18.8898,104.8535,3.64,57.4683,3.75,152.3295,0.9773,3.6725,0.767194752,1
19-May-17,1.346619984,0.376,1.3544,6.8921,0.894534395,64.9906,111.38,0.30355,4.329,18.6859,104.8587,3.64,57.1602,3.75,152.5,0.9785,3.6725,0.768935025,1
22-May-17,1.343363783,0.376,1.3544,6.8905,0.88944232,64.5632,111.48,0.30335,4.307,18.6633,104.8602,3.64,56.4988,3.75,152.5,0.9711,3.6725,0.769349131,1
23-May-17,1.33386688,0.376,1.349,6.8905,0.891662951,64.7751,111.08,0.30325,4.298,18.615,104.8764,3.64,56.5552,3.75,152.5,0.9713,3.6725,0.771188401,1
24-May-17,1.342281879,0.376,1.346,6.8902,0.893415528,64.8586,111.8,0.30355,4.302,18.5689,104.8669,3.64,56.2743,3.75,152.5,0.9763,3.6725,0.771485882,1
25-May-17,1.331557923,0.376,1.3453,6.8693,0.891742465,64.5088,111.64,0.30335,4.2785,18.4185,104.8708,3.64,56.0701,3.75,152.5,0.9727,3.6725,0.771604938,1
26-May-17,1.344989913,0.376,1.3456,6.857,0.893176134,64.5945,111.56,0.30335,4.2775,18.4849,104.8715,3.64,56.756,3.75,152.5,0.9701,3.6725,0.777967948,1
30-May-17,1.344447432,0.376,1.3469,6.857,0.895014768,64.6336,110.85,0.3037,4.283,18.6643,104.8712,3.64,56.5168,3.75,152.5,0.9768,3.6725,0.777272551,1
31-May-17,1.342281879,0.376,1.35,6.8289,0.891186169,64.5459,110.95,0.30355,4.276,18.6909,104.8642,3.64,56.6876,3.75,152.5,0.971,3.6725,0.778907193,1
1-Jun-17,1.350803728,0.376,1.35,6.8002,0.89134504,64.4704,111.0,0.3034,4.289,18.5941,104.8715,3.64,56.5373,3.75,152.5,0.969,3.6725,0.777998211,1
2-Jun-17,1.353179973,0.376,1.3504,6.8166,0.891503967,64.4208,111.63,0.3034,4.2815,18.6204,104.8632,3.64,56.6876,3.75,152.5,0.9714,3.6725,0.777998211,1
5-Jun-17,1.339764202,0.376,1.3483,6.8028,0.888967908,64.3485,110.56,0.30315,4.2675,18.3819,104.8699,3.64,56.6152,3.75,152.5,0.9654,3.6725,0.774803394,1
6-Jun-17,1.33457894,0.376,1.3461,6.7962,0.888257239,64.3516,109.87,0.30305,4.257,18.2762,104.8539,3.64,56.6747,3.75,152.4966,0.9648,3.6725,0.774803394,1
7-Jun-17,1.326259947,0.376,1.3492,6.7936,0.891503967,64.4538,109.5,0.30305,4.2715,18.2278,104.8688,3.64,56.5878,3.75,152.4786,0.9673,3.6725,0.775193798,1
8-Jun-17,1.324503311,0.376,1.3503,6.794,0.890551251,64.3554,109.85,0.30305,4.263,18.1946,104.8642,3.64,56.9857,3.75,152.4786,0.9666,3.6725,0.772648252,1
9-Jun-17,1.327140013,0.376,1.3453,6.7979,0.894774517,64.2584,110.3,0.30305,4.267,18.1939,104.8628,3.64,57.002,3.75,152.5,0.9718,3.6725,0.784098483,1
12-Jun-17,1.327140013,0.376,1.3415,6.7972,0.891186169,64.3407,110.2,0.3034,4.267,18.1802,104.8854,3.64,57.002,3.75,152.5,0.9676,3.6725,0.787991017,1
13-Jun-17,1.323451562,0.376,1.3238,6.7972,0.891503967,64.4453,109.99,0.3034,4.2605,18.0725,104.8804,3.64,56.9096,3.75,152.5,0.9684,3.6725,0.785453403,1
14-Jun-17,1.324327904,0.376,1.3209,6.7975,0.892618049,64.3141,110.05,0.30325,4.2615,17.9343,104.8778,3.64,57.0303,3.75,152.5,0.97,3.6725,0.785700255,1
15-Jun-17,1.31302521,0.376,1.3283,6.7956,0.895575855,64.3141,109.7,0.30325,4.254,18.1154,104.8872,3.64,57.4437,3.75,152.5,0.9738,3.6725,0.782656336,1
16-Jun-17,1.317002502,0.376,1.3232,6.812,0.895495657,64.5883,111.08,0.30325,4.2785,17.9321,104.8897,3.64,57.7408,3.75,152.5,0.9741,3.6725,0.782656336,1
19-Jun-17,1.313370108,0.376,1.322,6.8177,0.892936869,64.3788,111.04,0.30345,4.2695,17.9519,104.8855,3.64,57.9585,3.75,152.85,0.9708,3.6725,0.781127949,1
20-Jun-17,1.313715187,0.376,1.3267,6.8321,0.89637863,64.4672,111.69,0.30365,4.2825,18.1167,104.9032,3.64,58.5786,3.75,153.0236,0.9736,3.6725,0.789265983,1
21-Jun-17,1.32222663,0.376,1.331,6.8287,0.897102359,64.6025,111.37,0.30375,4.288,18.157,104.8921,3.64,60.0,3.75,153.2658,0.9744,3.6725,0.78855025,1
22-Jun-17,1.32310135,0.376,1.3241,6.8308,0.895335303,64.495,111.15,0.30365,4.286,18.127,104.8948,3.64,60.1482,3.75,153.3313,0.9735,3.6725,0.789234837,1
23-Jun-17,1.323276432,0.376,1.3268,6.84,0.895014768,64.5365,111.36,0.30365,4.289,17.99,104.8921,3.64,59.6564,3.75,153.3453,0.9714,3.6725,0.785052599,1
26-Jun-17,1.319609396,0.376,1.3238,6.838,0.893894699,64.5365,111.31,0.30365,4.289,17.8775,104.8921,3.64,59.0014,3.75,153.3453,0.9734,3.6725,0.784929356,1
27-Jun-17,1.315962627,0.376,1.3188,6.8277,0.886682036,64.4572,111.95,0.30365,4.289,17.9862,104.8921,3.64,58.8843,3.75,153.2334,0.9655,3.6725,0.784313725,1
28-Jun-17,1.313887794,0.376,1.306,6.7992,0.879120879,64.5288,112.1,0.3032,4.2975,17.8973,104.8921,3.64,59.5415,3.75,153.2668,0.9605,3.6725,0.779696698,1
29-Jun-17,1.305142261,0.376,1.3015,6.7789,0.876193814,64.4715,112.29,0.303,4.296,18.0279,104.8889,3.64,59.0855,3.75,153.313,0.9588,3.6725,0.771247879,1
30-Jun-17,1.300052002,0.376,1.2977,6.782,0.876270592,64.7379,111.94,0.303,4.294,18.0626,104.8861,3.64,59.3862,3.75,153.51,0.9588,3.6725,0.770505066,1
3-Jul-17,1.300052002,0.376,1.2977,6.7881,0.879584836,64.7379,112.53,0.303,4.294,18.0626,104.8861,3.64,58.9695,3.75,153.51,0.9588,3.6725,0.77190274,1
5-Jul-17,1.312508203,0.376,1.2982,6.7975,0.88269044,64.7209,113.07,0.30325,4.297,18.3556,108.1132,3.64,59.5787,3.75,153.6163,0.9675,3.6725,0.774683348,1
6-Jul-17,1.316309069,0.376,1.2946,6.804,0.878348704,64.7779,113.05,0.30325,4.2985,18.3227,106.45,3.64,60.2426,3.75,153.7243,0.9653,3.6725,0.771783592,1
7-Jul-17,1.318391562,0.376,1.2887,6.7995,0.876270592,64.7342,113.78,0.30325,4.2985,18.1394,105.9202,3.64,60.3792,3.75,153.7096,0.9627,3.6725,0.775614675,1
10-Jul-17,1.314405889,0.376,1.2888,6.8027,0.878194432,64.5405,114.1,0.30325,4.2995,17.9751,105.5267,3.64,60.3014,3.75,153.6625,0.9665,3.6725,0.776638708,1
11-Jul-17,1.313715187,0.376,1.292,6.8002,0.876808417,64.5025,114.18,0.30325,4.2965,17.9482,105.3538,3.64,60.7397,3.75,153.7217,0.9693,3.6725,0.774893452,1
12-Jul-17,1.30667712,0.376,1.2794,6.7887,0.873438728,64.4969,113.47,0.303,4.2955,17.7708,105.3381,3.64,60.6227,3.75,153.6652,0.9632,3.6725,0.777665448,1
13-Jul-17,1.297858533,0.376,1.2743,6.7807,0.875886835,64.4384,113.18,0.303,4.2885,17.7422,105.3333,3.64,60.1836,3.75,153.7047,0.9661,3.6725,0.773784192,1
14-Jul-17,1.291322314,0.376,1.2672,6.7814,0.876040298,64.4539,113.5,0.303,4.2955,17.5613,105.3521,3.64,59.8806,3.75,153.7125,0.9695,3.6725,0.771039747,1
17-Jul-17,1.280081925,0.376,1.2669,6.7747,0.872448089,64.3666,113.5,0.3028,4.292,17.5836,105.3879,3.64,59.0657,3.75,153.7303,0.9628,3.6725,0.765345171,1
18-Jul-17,1.265182186,0.376,1.2628,6.7582,0.865426222,64.3301,112.2,0.3026,4.2875,17.5134,105.4011,3.64,59.3705,3.75,153.7026,0.9541,3.6725,0.767783792,1
19-Jul-17,1.260239445,0.376,1.2595,6.7566,0.867077083,64.3211,112.05,0.3026,4.285,17.4937,105.3741,3.64,59.2418,3.75,153.7072,0.9545,3.6725,0.76622481,1
20-Jul-17,1.261988894,0.376,1.2585,6.766,0.870700914,64.4273,111.84,0.3026,4.2895,17.526,105.3169,3.64,59.0823,3.75,153.751,0.9579,3.6725,0.772767667,1
21-Jul-17,1.264062698,0.376,1.2549,6.767,0.858958942,64.3185,111.95,0.3026,4.2905,17.5618,105.3978,3.64,58.9325,3.75,153.6808,0.95,3.6725,0.768994156,1
