Date,Australian dollar   (AUD),Canadian dollar   (CAD),Chinese yuan   (CNY),Euro   (EUR),Indian rupee   (INR),Japanese yen   (JPY),Kuwaiti dinar   (KWD),Malaysian ringgit   (MYR),Mexican peso   (MXN),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Swiss franc   (CHF),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD)
24-Jan-19,1.406469761,1.3351,6.795,0.881756459,71.282,109.5,0.30315,4.136,18.9859,3.64,66.0016,3.75,0.99535,3.6725,0.76799017,1
25-Jan-19,1.40944327,1.3256,6.7621,0.881367883,71.1051,109.72,0.30315,4.136,18.928,3.64,65.917,3.75,0.99655,3.6725,0.763650248,1
28-Jan-19,1.40944327,1.326,6.7371,0.875810124,71.134,109.32,0.30305,4.11,19.0381,3.64,65.93,3.75,0.99255,3.6725,0.760745531,1
29-Jan-19,1.39528394,1.3266,6.7374,0.875503414,71.0942,109.18,0.30305,4.1135,18.9972,3.64,66.3412,3.75,0.9931,3.6725,0.760051684,1
30-Jan-19,1.389854065,1.3192,6.7123,0.874967189,71.2442,109.39,0.30305,4.109,19.1623,3.64,66.0987,3.75,0.99705,3.6725,0.763300511,1
31-Jan-19,1.375894331,1.3144,6.7064,0.870473538,71.0333,108.92,0.3028,4.089,19.0388,3.64,65.3577,3.75,0.993,3.6725,0.761643627,1
1-Feb-19,1.38102472,1.3095,6.7355,0.871763578,71.1102,108.88,0.3028,4.089,19.1098,3.64,65.6601,3.75,0.993,3.6725,0.765579544,1
4-Feb-19,1.383700014,1.3127,6.7355,0.873743993,71.658,109.53,0.303,4.0925,19.1098,3.64,65.5859,3.75,0.99715,3.6725,0.765462339,1
5-Feb-19,1.377410468,1.3134,6.7355,0.875426771,71.7459,109.99,0.30315,4.0925,19.0824,3.64,65.5691,3.75,1.00125,3.6725,0.768491835,1
6-Feb-19,1.398014819,1.319,6.7355,0.877654906,71.5731,109.75,0.30325,4.0925,19.1058,3.64,65.6686,3.75,1.00075,3.6725,0.772111338,1
7-Feb-19,1.408649106,1.3285,6.7355,0.881445571,71.4688,109.88,0.3034,4.0785,19.08,3.64,66.0199,3.75,1.00275,3.6725,0.7768197,1
8-Feb-19,1.413227812,1.327,6.7355,0.881367883,71.2949,109.8,0.3034,4.0725,19.0893,3.64,66.0628,3.75,1.0015,3.6725,0.771575171,1
11-Feb-19,1.409840688,1.3294,6.7776,0.884251481,71.1621,109.8,0.3035,4.0725,19.2524,3.64,65.6517,3.75,1.0029,3.6725,0.774353415,1
12-Feb-19,1.414027149,1.3248,6.7781,0.885269122,70.9353,110.5,0.30375,4.077,19.2592,3.64,65.7147,3.75,1.00835,3.6725,0.777937687,1
13-Feb-19,1.401738155,1.324,6.7594,0.884564352,70.5547,110.55,0.30355,4.065,19.4084,3.64,65.6783,3.75,1.0048,3.6725,0.772678102,1
14-Feb-19,1.40469167,1.3298,6.7668,0.887468939,70.9408,111.0,0.3038,4.063,19.3569,3.64,66.5429,3.75,1.0087,3.6725,0.780822987,1
15-Feb-19,1.409840688,1.3266,6.7787,0.888099467,71.2515,110.38,0.3038,4.0805,19.3625,3.64,66.7044,3.75,1.0062,3.6725,0.780092051,1
19-Feb-19,1.405876564,1.3238,6.7726,0.88542589,71.2515,110.68,0.30365,4.088,19.1778,3.64,66.2022,3.75,1.0055,3.6725,0.774083678,1
20-Feb-19,1.396063102,1.3169,6.7241,0.881678716,71.1773,110.84,0.30345,4.0695,19.1835,3.64,65.8568,3.75,1.00095,3.6725,0.767813268,1
21-Feb-19,1.396258028,1.3196,6.7144,0.880746873,71.154,110.72,0.30345,4.0695,19.2652,3.64,65.5401,3.75,1.001,3.6725,0.765960706,1
22-Feb-19,1.409840688,1.3173,6.72,0.883002208,71.2177,110.72,0.3038,4.0825,19.1394,3.64,65.5149,3.75,1.0006,3.6725,0.768639508,1
25-Feb-19,1.399776036,1.3174,6.6982,0.880669309,71.042,110.8,0.3038,4.0705,19.1185,3.64,65.2582,3.75,0.9988,3.6725,0.764233856,1
26-Feb-19,1.396843135,1.3195,6.6991,0.880204207,71.0952,110.8,0.3038,4.072,19.163,3.64,65.6182,3.75,1.00055,3.6725,0.75694497,1
27-Feb-19,1.392175971,1.3145,6.6858,0.878271562,71.1663,110.55,0.3033,4.0655,19.2201,3.64,65.757,3.75,0.99655,3.6725,0.750863493,1
28-Feb-19,1.399384271,1.3169,6.6883,0.87596356,71.1953,110.89,0.3033,4.0705,19.2607,3.64,65.8895,3.75,0.99325,3.6725,0.751710141,1
1-Mar-19,1.409840688,1.326,6.7015,0.878503031,70.9696,111.7,0.3033,4.073,19.2978,3.64,65.8145,3.75,0.9982,3.6725,0.75622944,1
4-Mar-19,1.40944327,1.3317,6.6957,0.882067566,70.9696,112.0,0.30345,4.072,19.3039,3.64,65.7956,3.75,1.00125,3.6725,0.758265089,1
5-Mar-19,1.413227812,1.3345,6.7029,0.88269044,70.7601,111.85,0.3036,4.077,19.2597,3.64,65.8004,3.75,1.00055,3.6725,0.758869285,1
6-Mar-19,1.421464108,1.342,6.7105,0.884564352,70.5798,111.77,0.3037,4.0895,19.3708,3.64,65.843,3.75,1.005,3.6725,0.761266748,1
7-Mar-19,1.418640942,1.342,6.709,0.887232721,70.0268,111.65,0.3037,4.087,19.5225,3.64,65.9646,3.75,1.00455,3.6725,0.76115086,1
8-Mar-19,1.426737052,1.3422,6.7243,0.891106755,70.101,111.52,0.3037,4.0925,19.4902,3.64,65.9646,3.75,1.01005,3.6725,0.764935363,1
11-Mar-19,1.419647927,1.3414,6.7245,0.889363216,69.9308,111.12,0.3038,4.0875,19.4243,3.64,66.0763,3.75,1.0092,3.6725,0.76799017,1
12-Mar-19,1.414627246,1.3378,6.712,0.88691796,69.595,111.4,0.3038,4.0815,19.3049,3.64,65.7674,3.75,1.00985,3.6725,0.766107408,1
13-Mar-19,1.417434444,1.3326,6.711,0.884720871,69.6225,111.3,0.30375,4.09,19.332,3.64,65.589,3.75,1.006,3.6725,0.760051684,1
14-Mar-19,1.416631251,1.3327,6.7174,0.885347499,69.6657,111.25,0.30355,4.0895,19.3233,3.64,65.4021,3.75,1.00465,3.6725,0.755943607,1
15-Mar-19,1.412229911,1.3342,6.716,0.884329678,69.2131,111.86,0.30355,4.0905,19.2176,3.64,65.4201,3.75,1.00395,3.6725,0.753920386,1
18-Mar-19,1.405481377,1.3345,6.7124,0.881134902,68.6088,111.55,0.30355,4.0825,19.2176,3.64,64.6694,3.75,1.00015,3.6725,0.754005655,1
19-Mar-19,1.407459536,1.3292,6.7168,0.880436697,68.5847,111.28,0.30345,4.0745,19.0004,3.64,64.3167,3.75,0.99995,3.6725,0.753153832,1
20-Mar-19,1.413427562,1.3317,6.7054,0.880746873,68.8604,111.6,0.30345,4.077,18.9098,3.64,64.2803,3.75,0.99885,3.6725,0.756286633,1
21-Mar-19,1.399580126,1.3366,6.6837,0.878194432,68.8604,111.6,0.30315,4.0605,18.8694,3.64,63.742,3.75,0.9935,3.6725,0.761933788,1
22-Mar-19,1.407261469,1.3411,6.7014,0.884799151,68.6607,110.71,0.30315,4.0605,19.1369,3.64,63.7705,3.75,0.99475,3.6725,0.760745531,1
25-Mar-19,1.412628902,1.342,6.7129,0.883002208,68.9903,109.8,0.30335,4.072,19.0151,3.64,64.4993,3.75,0.99385,3.6725,0.758265089,1
26-Mar-19,1.404099972,1.3386,6.7134,0.885661146,68.8469,110.09,0.30335,4.0675,19.0989,3.64,64.1683,3.75,0.9934,3.6725,0.755172935,1
27-Mar-19,1.408252359,1.3414,6.7238,0.888020602,68.903,110.55,0.30385,4.0775,19.3201,3.64,64.5925,3.75,0.99355,3.6725,0.756143667,1
28-Mar-19,1.409046076,1.3429,6.7282,0.891424496,69.0038,110.2,0.30385,4.077,19.3793,3.64,64.8012,3.75,0.99605,3.6725,0.762137032,1
29-Mar-19,1.411034288,1.3363,6.7211,0.890075656,69.1713,110.92,0.30385,4.081,19.3779,3.64,64.7347,3.75,0.9959,3.6725,0.763038419,1
1-Apr-19,1.404297149,1.3337,6.712,0.88999644,69.1713,111.08,0.3042,4.076,19.2169,3.64,65.4176,3.75,0.9952,3.6725,0.763067531,1
2-Apr-19,1.412429379,1.3344,6.721,0.892857143,69.1198,111.35,0.30435,4.0835,19.2279,3.64,65.4726,3.75,0.99985,3.6725,0.76581406,1
3-Apr-19,1.407261469,1.3324,6.7075,0.88944232,68.4896,111.47,0.30425,4.0805,19.1805,3.64,65.1639,3.75,0.99705,3.6725,0.75912852,1
4-Apr-19,1.406271973,1.3357,6.7179,0.89134504,68.8446,111.49,0.30425,4.0795,19.1728,3.64,65.3281,3.75,0.99855,3.6725,0.760600875,1
5-Apr-19,1.403508772,1.3386,6.7179,0.890234132,69.1965,111.77,0.30425,4.082,19.0805,3.64,65.4072,3.75,1.00055,3.6725,0.76560885,1
8-Apr-19,1.409641951,1.3325,6.7192,0.889205051,69.5142,111.45,0.30435,4.094,18.9701,3.64,65.3498,3.75,0.9996,3.6725,0.766107408,1
9-Apr-19,1.401345291,1.3316,6.7136,0.886760663,69.5397,111.35,0.304,4.097,18.9229,3.64,64.7766,3.75,0.99925,3.6725,0.76405868,1
10-Apr-19,1.399776036,1.3326,6.7161,0.886603422,69.1482,111.17,0.304,4.0975,18.836,3.64,64.7373,3.75,1.00055,3.6725,0.764467548,1
11-Apr-19,1.396063102,1.3378,6.717,0.887784091,68.9742,111.07,0.3039,4.1175,18.8432,3.64,64.3991,3.75,1.00165,3.6725,0.76347534,1
12-Apr-19,1.402131239,1.3329,6.7185,0.883314195,69.324,111.75,0.3039,4.12,18.7719,3.64,64.5171,3.75,1.0007,3.6725,0.764379897,1
15-Apr-19,1.395089286,1.3354,6.706,0.883938831,69.2293,111.99,0.3039,4.113,18.8489,3.64,64.2469,3.75,1.00285,3.6725,0.762660159,1
16-Apr-19,1.399188471,1.3361,6.7071,0.884564352,69.577,111.97,0.3039,4.1155,18.9516,3.64,64.2422,3.75,1.00585,3.6725,0.764117063,1
17-Apr-19,1.388888889,1.3332,6.6908,0.884877444,69.577,112.0,0.3039,4.1435,18.848,3.64,63.945,3.75,1.00875,3.6725,0.766489097,1
18-Apr-19,1.392175971,1.3382,6.7002,0.888888889,69.4189,111.98,0.304,4.145,18.848,3.64,64.0688,3.75,1.01115,3.6725,0.76866905,1
19-Apr-19,1.392175971,1.3382,6.7043,0.888888889,69.4189,111.93,0.304,4.1325,18.848,3.64,63.9602,3.75,1.01115,3.6725,0.76866905,1
22-Apr-19,1.392175971,1.3353,6.713,0.888888889,69.7423,111.96,0.30415,4.1365,18.8359,3.64,63.786,3.75,1.01115,3.6725,0.76866905,1
23-Apr-19,1.404297149,1.3421,6.7191,0.889284126,69.7474,111.83,0.30415,4.1265,18.9578,3.64,63.7906,3.75,1.01935,3.6725,0.768816791,1
24-Apr-19,1.420656343,1.3475,6.7191,0.892140244,69.9045,111.93,0.3043,4.1325,19.0046,3.64,63.9798,3.75,1.0186,3.6725,0.77294686,1
25-Apr-19,1.420656343,1.3493,6.7372,0.899038029,69.9418,112.0,0.30445,4.1355,19.0942,3.64,64.6794,3.75,1.02225,3.6725,0.77675936,1
26-Apr-19,1.423487544,1.346,6.7367,0.898230486,70.1445,111.7,0.30445,4.133,18.9414,3.64,64.7053,3.75,1.0213,3.6725,0.77450335,1
29-Apr-19,1.41723356,1.346,6.7326,0.896860987,70.1445,111.7,0.30435,4.1325,19.012,3.64,64.6917,3.75,1.0199,3.6725,0.773933906,1
30-Apr-19,1.420656343,1.3423,6.7411,0.891424496,69.8368,111.7,0.30415,4.1355,19.0099,3.64,64.6314,3.75,1.0192,3.6725,0.768609969,1
1-May-19,1.417635384,1.3416,6.7411,0.891424496,69.8368,111.7,0.30395,4.1355,19.0099,3.64,64.6314,3.75,1.0192,3.6725,0.765374459,1
2-May-19,1.424501425,1.3462,6.7411,0.891901534,69.5419,111.7,0.30395,4.1365,19.1014,3.64,64.6314,3.75,1.01925,3.6725,0.765843385,1
3-May-19,1.428979708,1.3429,6.7411,0.896458987,69.2679,111.7,0.30395,4.1415,19.0012,3.64,64.6314,3.75,1.02035,3.6725,0.769289945,1
6-May-19,1.43081986,1.3456,6.7692,0.892936869,69.3558,111.7,0.30395,4.1485,18.9781,3.64,65.335,3.75,1.01875,3.6725,0.769289945,1
7-May-19,1.421666193,1.3476,6.764,0.894054537,69.3095,110.72,0.30385,4.1475,19.0499,3.64,65.2166,3.75,1.01935,3.6725,0.764029492,1
8-May-19,1.423892923,1.3466,6.77,0.892697733,69.6009,110.01,0.30385,4.1465,19.0837,3.64,65.2287,3.75,1.0171,3.6725,0.768226166,1
9-May-19,1.433486239,1.3483,6.8127,0.893415528,69.8685,109.95,0.30385,4.152,19.2623,3.64,65.2287,3.75,1.01915,3.6725,0.770178681,1
10-May-19,1.429592566,1.3418,6.8089,0.89047195,69.9212,109.85,0.30385,4.1555,19.1374,3.64,65.2287,3.75,1.01335,3.6725,0.767931193,1
13-May-19,1.433486239,1.3457,6.8673,0.889284126,70.2576,109.75,0.30375,4.1625,19.1928,3.64,65.4703,3.75,1.00795,3.6725,0.767783792,1
14-May-19,1.437814522,1.3469,6.8856,0.890789239,70.4208,109.58,0.30375,4.1705,19.1427,3.64,65.3001,3.75,1.00795,3.6725,0.772051727,1
15-May-19,1.442585113,1.3451,6.8683,0.894214433,70.2087,109.65,0.30375,4.1735,19.1236,3.64,64.8489,3.75,1.00735,3.6725,0.774773379,1
16-May-19,1.446340758,1.3439,6.885,0.892618049,70.2469,109.46,0.30375,4.171,19.071,3.64,64.5598,3.75,1.00895,3.6725,0.779848709,1
17-May-19,1.45327714,1.3468,6.9114,0.89509488,70.1666,109.94,0.30375,4.1735,19.1454,3.64,64.6327,3.75,1.01045,3.6725,0.783883358,1
20-May-19,1.445086705,1.3468,6.9125,0.895495657,69.5466,110.17,0.30405,4.1735,19.0908,3.64,64.4888,3.75,1.0098,3.6725,0.78486775,1
21-May-19,1.453911021,1.3413,6.912,0.895977063,69.7291,110.15,0.30405,4.1845,19.0309,3.64,64.5372,3.75,1.01035,3.6725,0.787680674,1
22-May-19,1.454545455,1.341,6.9129,0.895175007,69.7655,110.51,0.30405,4.1845,18.9755,3.64,64.4156,3.75,1.00975,3.6725,0.789421749,1
23-May-19,1.454333915,1.3478,6.915,0.897746656,69.6732,110.22,0.30405,4.193,19.0122,3.64,64.4913,3.75,1.0086,3.6725,0.790763878,1
24-May-19,1.451800232,1.3447,6.9048,0.893894699,69.6096,109.71,0.30405,4.1925,19.0658,3.64,64.6106,3.75,1.0027,3.6725,0.787835815,1
28-May-19,1.443209698,1.3477,6.9109,0.893495354,69.6142,109.52,0.3039,4.1925,19.1652,3.64,64.5394,3.75,1.00395,3.6725,0.789048014,1
29-May-19,1.443001443,1.3514,6.9155,0.89637863,69.8805,109.27,0.3039,4.1955,19.2395,3.64,64.9084,3.75,1.00635,3.6725,0.790951515,1
30-May-19,1.443209698,1.3501,6.9055,0.898149811,69.7852,109.57,0.3041,4.1965,19.0683,3.64,65.0583,3.75,1.00635,3.6725,0.791702953,1
31-May-19,1.445922499,1.3527,6.9035,0.896780558,69.8058,109.33,0.3041,4.197,19.6426,3.64,65.3834,3.75,1.00495,3.6725,0.794880967,1
3-Jun-19,1.439263097,1.347,6.9062,0.894054537,69.4338,108.25,0.3038,4.1805,19.7609,3.64,65.5547,3.75,0.99895,3.6725,0.790701352,1
4-Jun-19,1.432254368,1.3414,6.9123,0.889363216,69.2918,108.02,0.3038,4.177,19.6007,3.64,65.1614,3.75,0.99295,3.6725,0.788022065,1
5-Jun-19,1.428571429,1.3401,6.9104,0.888336146,69.2918,108.12,0.3038,4.177,19.5418,3.64,65.1243,3.75,0.99175,3.6725,0.786813014,1
6-Jun-19,1.433691756,1.3378,6.914,0.887626487,69.3205,108.24,0.3038,4.177,19.7084,3.64,65.234,3.75,0.99545,3.6725,0.787959972,1
7-Jun-19,1.43472023,1.3378,6.914,0.887075313,69.3019,108.48,0.3038,4.1585,19.6528,3.64,65.0395,3.75,0.9942,3.6725,0.7863799,1
10-Jun-19,1.43472023,1.3267,6.9342,0.884877444,69.4598,108.49,0.30345,4.1635,19.204,3.64,64.7919,3.75,0.9942,3.6725,0.788923514,1
11-Jun-19,1.438228103,1.3278,6.9166,0.883392226,69.4222,108.6,0.30345,4.1645,19.1222,3.64,64.5158,3.75,0.992,3.6725,0.787401575,1
12-Jun-19,1.439263097,1.3303,6.9129,0.883158174,69.4048,108.45,0.30335,4.164,19.1383,3.64,64.5158,3.75,0.9933,3.6725,0.785299199,1
13-Jun-19,1.446549978,1.3324,6.9208,0.885818053,69.3579,108.33,0.30345,4.1625,19.1645,3.64,64.6314,3.75,0.99315,3.6725,0.789234837,1
14-Jun-19,1.449695564,1.3385,6.9239,0.887705282,69.5646,108.38,0.30345,4.1685,19.1487,3.64,64.4326,3.75,0.99535,3.6725,0.791233137,1
17-Jun-19,1.453911021,1.3407,6.9245,0.890154887,69.8362,108.6,0.30375,4.1755,19.1924,3.64,64.3187,3.75,0.99895,3.6725,0.79399738,1
18-Jun-19,1.461988304,1.3394,6.9296,0.893894699,69.801,108.54,0.30375,4.1815,19.1011,3.64,64.3352,3.75,0.99885,3.6725,0.797734434,1
19-Jun-19,1.453911021,1.3343,6.9047,0.892299456,69.6677,108.37,0.30375,4.1765,19.1753,3.64,63.9794,3.75,0.99725,3.6725,0.794533609,1
20-Jun-19,1.450326323,1.3191,6.8474,0.884407889,69.5645,107.65,0.30345,4.1565,18.9804,3.64,63.3877,3.75,0.9859,3.6725,0.787401575,1
21-Jun-19,1.442377037,1.3212,6.8764,0.883704489,69.6343,107.1,0.30345,4.15,19.0661,3.64,63.1295,3.75,0.98255,3.6725,0.789702282,1
24-Jun-19,1.438021283,1.3194,6.882,0.877654906,69.4788,107.4,0.3031,4.1445,19.1833,3.64,62.9095,3.75,0.97505,3.6725,0.784898552,1
25-Jun-19,1.437194596,1.3174,6.8791,0.878117316,69.3398,107.0,0.3029,4.1435,19.2271,3.64,62.5229,3.75,0.97615,3.6725,0.78394481,1
26-Jun-19,1.43472023,1.313,6.8866,0.880126738,69.3192,107.36,0.30315,4.1525,19.1442,3.64,62.8083,3.75,0.9771,3.6725,0.788084167,1
27-Jun-19,1.43020595,1.3111,6.8777,0.879507476,69.2216,108.08,0.30325,4.149,19.1685,3.64,63.0452,3.75,0.9769,3.6725,0.786534529,1
28-Jun-19,1.425923285,1.3087,6.8668,0.878734622,68.918,107.68,0.30325,4.142,19.2087,3.64,63.0756,3.75,0.9749,3.6725,0.78817734,1
1-Jul-19,1.429796969,1.3087,6.8433,0.881134902,68.9665,108.24,0.30325,4.1335,19.076,3.64,63.0541,3.75,0.98235,3.6725,0.791327055,1
2-Jul-19,1.432870039,1.3114,6.8735,0.884877444,68.9924,108.42,0.3035,4.142,19.0694,3.64,63.2265,3.75,0.98815,3.6725,0.791922392,1
3-Jul-19,1.428979708,1.3114,6.886,0.885504295,68.8776,107.6,0.3034,4.1405,19.0502,3.64,63.4951,3.75,0.98435,3.6725,0.795513305,1
5-Jul-19,1.428979708,1.3114,6.8782,0.888099467,68.8776,107.86,0.3034,4.1405,19.0502,3.64,63.4951,3.75,0.98775,3.6725,0.796971508,1
8-Jul-19,1.430615165,1.3081,6.8845,0.891662951,68.6982,108.52,0.3037,4.1435,18.9116,3.64,63.8699,3.75,0.9919,3.6725,0.798530704,1
9-Jul-19,1.437194596,1.3127,6.881,0.892458724,68.7301,108.86,0.3037,4.1425,19.0043,3.64,63.766,3.75,0.99455,3.6725,0.80224629,1
10-Jul-19,1.444251878,1.3092,6.8845,0.891265597,68.5269,108.9,0.30385,4.1405,19.2425,3.64,63.7988,3.75,0.99175,3.6725,0.801924619,1
11-Jul-19,1.434308663,1.3071,6.8662,0.886132034,68.3665,108.14,0.3035,4.1225,19.1227,3.64,62.9944,3.75,0.986,3.6725,0.796178344,1
12-Jul-19,1.428367376,1.3038,6.8785,0.888651915,68.5855,108.4,0.3035,4.112,19.0307,3.64,63.0204,3.75,0.98665,3.6725,0.797957229,1
15-Jul-19,1.421666193,1.3039,6.8742,0.887390185,68.5836,108.4,0.3035,4.1065,18.9803,3.64,62.828,3.75,0.98245,3.6725,0.797066794,1
16-Jul-19,1.421262081,1.3052,6.8758,0.891027355,68.5672,107.95,0.3035,4.1085,19.0781,3.64,62.8129,3.75,0.98615,3.6725,0.805282654,1
17-Jul-19,1.426533524,1.3053,6.8797,0.891662951,68.8051,108.17,0.3038,4.1155,19.0233,3.64,62.9451,3.75,0.98985,3.6725,0.806126562,1
18-Jul-19,1.421666193,1.3069,6.8774,0.891583452,68.8758,107.7,0.3036,4.1125,19.0108,3.64,62.8286,3.75,0.98835,3.6725,0.801571079,1
19-Jul-19,1.415428167,1.3071,6.8743,0.890789239,68.8249,107.5,0.3036,4.1095,19.0123,3.64,62.8666,3.75,0.98235,3.6725,0.797257434,1
22-Jul-19,1.420858198,1.3103,6.8793,0.891662951,69.0199,107.96,0.3036,4.1145,19.0659,3.64,62.9776,3.75,0.98135,3.6725,0.802053256,1
23-Jul-19,1.424704374,1.3142,6.8783,0.895014768,68.9922,108.05,0.30375,4.1185,19.1315,3.64,63.129,3.75,0.9832,3.6725,0.802536014,1
24-Jul-19,1.431639227,1.3137,6.8795,0.897666068,69.0135,108.17,0.3039,4.121,19.0894,3.64,63.1162,3.75,0.98495,3.6725,0.79881775,1
25-Jul-19,1.435132032,1.3146,6.8726,0.89968511,68.9904,108.17,0.3039,4.1185,19.0623,3.64,63.1572,3.75,0.9857,3.6725,0.800320128,1
26-Jul-19,1.440092166,1.3182,6.879,0.897827258,69.0611,108.65,0.3039,4.12,19.0699,3.64,63.1271,3.75,0.9927,3.6725,0.804602325,1
29-Jul-19,1.447596989,1.3159,6.8921,0.899361453,68.9023,108.45,0.30405,4.12,19.09,3.64,63.521,3.75,0.99185,3.6725,0.811820101,1
30-Jul-19,1.450326323,1.3168,6.8831,0.896539358,68.75,108.78,0.30405,4.12,19.0747,3.64,63.3791,3.75,0.99015,3.6725,0.821726447,1
31-Jul-19,1.450536699,1.3148,6.8834,0.896780558,68.8569,108.56,0.30405,4.1275,18.9929,3.64,63.4172,3.75,0.98995,3.6725,0.822030415,1
1-Aug-19,1.459640928,1.3217,6.9003,0.906043309,69.058,109.24,0.30445,4.1445,19.1627,3.64,63.834,3.75,0.98995,3.6725,0.826241428,1
2-Aug-19,1.467997651,1.3225,6.9363,0.900414191,69.3981,107.11,0.30445,4.154,19.3116,3.64,64.6423,3.75,0.98535,3.6725,0.826036676,1
5-Aug-19,1.467997651,1.3225,7.033,0.894294402,70.3584,106.03,0.3038,4.1755,19.5731,3.64,65.0546,3.75,0.97435,3.6725,0.822097994,1
6-Aug-19,1.474056604,1.3253,7.0354,0.893894699,70.7226,105.6,0.3036,4.1905,19.6291,3.64,65.203,3.75,0.9746,3.6725,0.820815891,1
7-Aug-19,1.488981537,1.3322,7.0402,0.892697733,70.9553,106.15,0.3036,4.196,19.6953,3.64,65.0932,3.75,0.97905,3.6725,0.823926835,1
8-Aug-19,1.47601476,1.3257,7.0452,0.893415528,70.8497,106.11,0.3036,4.1825,19.5118,3.64,65.1299,3.75,0.97595,3.6725,0.822909809,1
9-Aug-19,1.468428781,1.3221,7.052,0.89301661,70.5185,105.98,0.3036,4.1875,19.4283,3.64,65.2543,3.75,0.97295,3.6725,0.827266711,1
12-Aug-19,1.473622163,1.3234,7.067,0.893335716,70.5185,105.98,0.3036,4.1875,19.5803,3.64,65.4287,3.75,0.9716,3.6725,0.827369379,1
13-Aug-19,1.478415139,1.3236,7.0657,0.891106755,71.2365,105.43,0.3036,4.193,19.463,3.64,65.6017,3.75,0.9678,3.6725,0.827403607,1
14-Aug-19,1.473187979,1.3311,7.0125,0.893814802,71.0968,106.36,0.3038,4.1865,19.5763,3.64,65.2032,3.75,0.97255,3.6725,0.826514588,1
15-Aug-19,1.47427392,1.3325,7.0258,0.896860987,71.0968,105.93,0.3038,4.1935,19.6365,3.64,65.8907,3.75,0.97275,3.6725,0.826924667,1
16-Aug-19,1.47275405,1.3286,7.0459,0.902853016,71.2872,106.15,0.3038,4.183,19.5669,3.64,65.9961,3.75,0.98035,3.6725,0.822368421,1
19-Aug-19,1.47427392,1.3298,7.0473,0.90065748,71.3419,106.38,0.30395,4.168,19.8153,3.64,66.6082,3.75,0.97965,3.6725,0.82487833,1
20-Aug-19,1.472970982,1.3323,7.0626,0.902853016,71.6483,106.56,0.30395,4.1815,19.7522,3.64,66.784,3.75,0.97945,3.6725,0.82815735,1
21-Aug-19,1.474708745,1.3278,7.0601,0.900576369,71.5508,106.47,0.30395,4.1735,19.6798,3.64,66.263,3.75,0.9798,3.6725,0.82487833,1
