Date,Australian dollar   (AUD),Canadian dollar   (CAD),Chinese yuan   (CNY),Euro   (EUR),Indian rupee   (INR),Japanese yen   (JPY),Kuwaiti dinar   (KWD),Malaysian ringgit   (MYR),Mexican peso   (MXN),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Swiss franc   (CHF),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD)
22-Aug-19,1.477323091,1.3293,7.0785,0.902282775,71.7033,106.45,0.30395,4.1805,19.7467,3.64,65.6196,3.75,0.98285,3.6725,0.82382502,1
23-Aug-19,1.480165779,1.331,7.0864,0.903750565,71.7267,106.55,0.30395,4.19,19.8402,3.64,65.6046,3.75,0.98765,3.6725,0.81846456,1
26-Aug-19,1.485001485,1.3279,7.1471,0.899604174,72.1814,105.25,0.3033,4.205,19.9086,3.64,65.9735,3.75,0.97975,3.6725,0.816893355,1
27-Aug-19,1.47972773,1.3267,7.1646,0.900576369,71.8206,105.84,0.30345,4.2075,19.9934,3.64,66.2608,3.75,0.98035,3.6725,0.816060062,1
28-Aug-19,1.484119917,1.3301,7.1666,0.902282775,71.7041,105.79,0.30345,4.2105,20.0314,3.64,66.4127,3.75,0.98055,3.6725,0.819000819,1
29-Aug-19,1.487652484,1.3296,7.1541,0.903179191,71.9971,105.92,0.30355,4.225,20.0988,3.64,66.7471,3.75,0.98275,3.6725,0.81990735,1
30-Aug-19,1.488538255,1.3296,7.1401,0.906125408,71.7586,106.43,0.30355,4.222,20.0696,3.64,66.4897,3.75,0.98925,3.6725,0.821152899,1
3-Sep-19,1.488316714,1.3343,7.1773,0.914327512,72.1899,106.3,0.30405,4.225,20.0039,3.64,66.9072,3.75,0.9907,3.6725,0.831186103,1
4-Sep-19,1.47601476,1.3263,7.1553,0.907605736,72.07,105.99,0.30385,4.2125,19.7806,3.64,66.5002,3.75,0.9845,3.6725,0.819000819,1
5-Sep-19,1.466920933,1.3228,7.1431,0.904322662,71.8611,106.4,0.3037,4.193,19.6834,3.64,66.0528,3.75,0.98295,3.6725,0.810668396,1
6-Sep-19,1.465630954,1.3174,7.1225,0.906864968,71.7323,107.05,0.3037,4.177,19.5623,3.64,65.9981,3.75,0.99075,3.6725,0.813140348,1
9-Sep-19,1.457725948,1.3155,7.1337,0.906371794,71.5886,106.95,0.3037,4.177,19.5398,3.64,65.5698,3.75,0.9912,3.6725,0.80804816,1
10-Sep-19,1.458363716,1.3153,7.102,0.905797101,71.5886,107.43,0.3037,4.171,19.5354,3.64,65.4393,3.75,0.99085,3.6725,0.810701257,1
11-Sep-19,1.454545455,1.3181,7.1159,0.908843043,71.6637,107.64,0.3037,4.1805,19.5478,3.64,65.4321,3.75,0.9932,3.6725,0.809454428,1
12-Sep-19,1.45327714,1.3205,7.0847,0.912159081,71.3175,108.03,0.3039,4.173,19.4265,3.64,65.1909,3.75,0.99035,3.6725,0.811655371,1
13-Sep-19,1.454968718,1.3257,7.0847,0.901225667,70.9387,108.2,0.3039,4.1645,19.3665,3.64,64.4711,3.75,0.98655,3.6725,0.803051596,1
16-Sep-19,1.454545455,1.3248,7.0659,0.906536125,71.5362,108.2,0.30365,4.1645,19.3665,3.64,63.8272,3.75,0.99115,3.6725,0.803148341,1
17-Sep-19,1.461774594,1.3257,7.0913,0.906947216,71.8196,108.19,0.30385,4.1795,19.4262,3.64,64.1213,3.75,0.99435,3.6725,0.806191551,1
18-Sep-19,1.460067163,1.3271,7.091,0.904731747,71.3132,108.21,0.3037,4.185,19.3528,3.64,64.429,3.75,0.99575,3.6725,0.80237503,1
19-Sep-19,1.47275405,1.3259,7.0969,0.903587241,71.1382,108.13,0.3037,4.198,19.3981,3.64,64.2199,3.75,0.99105,3.6725,0.803180595,1
20-Sep-19,1.470155837,1.3275,7.0881,0.906618314,70.937,108.0,0.3037,4.1795,19.4478,3.64,63.8487,3.75,0.9914,3.6725,0.799936005,1
23-Sep-19,1.475361464,1.327,7.1213,0.910332271,70.9212,108.0,0.3037,4.1625,19.4459,3.64,63.9453,3.75,0.9912,3.6725,0.804537592,1
24-Sep-19,1.474708745,1.3249,7.1052,0.908843043,70.8477,107.66,0.3038,4.1775,19.4587,3.64,63.706,3.75,0.98925,3.6725,0.803567841,1
25-Sep-19,1.474491301,1.327,7.1238,0.910580951,71.0395,107.07,0.3037,4.185,19.5775,3.64,64.1873,3.75,0.98625,3.6725,0.805347507,1
26-Sep-19,1.481042654,1.326,7.131,0.91424392,70.9021,107.71,0.3039,4.1935,19.6363,3.64,64.2888,3.75,0.99435,3.6725,0.810208629,1
27-Sep-19,1.478852411,1.3249,7.1234,0.914494742,70.8381,107.77,0.3039,4.1945,19.6808,3.64,64.4156,3.75,0.99225,3.6725,0.812578719,1
30-Sep-19,1.481700993,1.3243,7.1292,0.918357976,70.685,107.95,0.30405,4.187,19.7345,3.64,64.6407,3.75,0.99535,3.6725,0.812942037,1
1-Oct-19,1.490757305,1.3244,7.1292,0.91759956,70.9109,108.17,0.30425,4.192,19.7792,3.64,65.067,3.75,1.0013,3.6725,0.812809884,1
2-Oct-19,1.489425082,1.3294,7.1292,0.915331808,70.9109,107.84,0.30405,4.19,19.7985,3.64,65.4399,3.75,0.99925,3.6725,0.816159967,1
3-Oct-19,1.488759863,1.333,7.1292,0.913158616,71.1163,107.14,0.3039,4.189,19.7368,3.64,65.1312,3.75,1.0006,3.6725,0.813504169,1
4-Oct-19,1.4803849,1.333,7.1292,0.910829766,70.8703,106.82,0.3039,4.184,19.5255,3.64,65.03,3.75,0.9933,3.6725,0.810635538,1
7-Oct-19,1.4803849,1.3306,7.1292,0.90966979,70.9763,106.8,0.3038,4.193,19.5522,3.64,64.8259,3.75,0.99435,3.6725,0.811030008,1
8-Oct-19,1.481920569,1.3323,7.1264,0.910249408,70.9763,107.39,0.3038,4.191,19.584,3.64,64.8672,3.75,0.99165,3.6725,0.81846456,1
9-Oct-19,1.48456057,1.3324,7.1379,0.910663874,71.1121,107.09,0.3039,4.1978,19.5689,3.64,65.0976,3.75,0.99425,3.6725,0.818062827,1
10-Oct-19,1.482359917,1.3294,7.1247,0.906618314,71.0516,107.33,0.3039,4.193,19.4764,3.64,64.7416,3.75,0.99265,3.6725,0.816593173,1
11-Oct-19,1.475579165,1.3198,7.0999,0.905551028,71.0272,108.0,0.3039,4.1855,19.3217,3.64,64.2237,3.75,0.99745,3.6725,0.7960199,1
15-Oct-19,1.476450613,1.3211,7.0785,0.908512765,71.3186,108.33,0.3037,4.189,19.252,3.64,64.2548,3.75,0.9973,3.6725,0.790701352,1
16-Oct-19,1.485222041,1.3201,7.099,0.907029478,71.5051,108.68,0.3037,4.1935,19.2135,3.64,64.3455,3.75,0.99805,3.6725,0.783852636,1
17-Oct-19,1.473839352,1.3143,7.0881,0.899847026,71.4087,108.75,0.30355,4.1885,19.1602,3.64,64.0144,3.75,0.99145,3.6725,0.776518093,1
18-Oct-19,1.463914507,1.3132,7.0783,0.897343862,71.1988,108.67,0.30355,4.188,19.1492,3.64,63.9542,3.75,0.98815,3.6725,0.775494378,1
21-Oct-19,1.457725948,1.3096,7.0749,0.895014768,71.1988,108.49,0.3032,4.185,19.1422,3.64,63.7606,3.75,0.98545,3.6725,0.770505066,1
22-Oct-19,1.454333915,1.3094,7.0762,0.898472597,70.8731,108.49,0.3033,4.1845,19.105,3.64,63.6336,3.75,0.9885,3.6725,0.771724031,1
23-Oct-19,1.461347362,1.3086,7.0769,0.899038029,70.9373,108.38,0.3034,4.194,19.1258,3.64,63.7997,3.75,0.99045,3.6725,0.777514287,1
24-Oct-19,1.461347362,1.3075,7.0659,0.898634076,70.9338,108.61,0.3034,4.184,19.0878,3.64,63.86,3.75,0.99045,3.6725,0.775704922,1
25-Oct-19,1.466705779,1.3064,7.0715,0.900333123,70.9593,108.7,0.3034,4.188,19.082,3.64,63.9966,3.75,0.99165,3.6725,0.779241019,1
28-Oct-19,1.467566774,1.3056,7.0594,0.901957247,70.9593,108.76,0.30355,4.188,19.0543,3.64,63.87,3.75,0.9956,3.6725,0.779332112,1
29-Oct-19,1.459002043,1.3075,7.0601,0.901306895,70.9523,108.97,0.30355,4.1815,19.1167,3.64,63.832,3.75,0.9952,3.6725,0.77814956,1
30-Oct-19,1.456876457,1.3152,7.0575,0.900414191,70.7303,108.84,0.30355,4.1845,19.1643,3.64,63.8734,3.75,0.99225,3.6725,0.775494378,1
31-Oct-19,1.443834825,1.316,7.0378,0.896539358,70.9915,108.83,0.30325,4.1775,19.1948,3.64,63.7748,3.75,0.98745,3.6725,0.771634708,1
1-Nov-19,1.448225923,1.3157,7.0396,0.897746656,70.8095,107.98,0.30325,4.172,19.1058,3.64,64.0316,3.75,0.98655,3.6725,0.771366862,1
4-Nov-19,1.444877908,1.3148,7.0258,0.89621796,70.6821,107.98,0.30325,4.1525,19.1525,3.64,64.0316,3.75,0.98785,3.6725,0.774023763,1
5-Nov-19,1.448435689,1.3153,7.0046,0.900171032,70.7283,108.77,0.3034,4.1515,19.2125,3.64,63.248,3.75,0.99095,3.6725,0.774713356,1
6-Nov-19,1.449905756,1.3179,7.0002,0.901713255,70.8861,109.06,0.30355,4.136,19.1953,3.64,63.588,3.75,0.9936,3.6725,0.776096236,1
7-Nov-19,1.456239988,1.3176,6.9947,0.902771509,71.0079,108.7,0.30355,4.146,19.1327,3.64,63.7298,3.75,0.9918,3.6725,0.779575132,1
8-Nov-19,1.45327714,1.3223,6.9845,0.90628965,71.2494,109.35,0.30355,4.1335,19.1327,3.64,63.7295,3.75,0.997,3.6725,0.781066937,1
11-Nov-19,1.459214942,1.3223,7.0107,0.905715062,71.445,109.03,0.3038,4.1415,19.109,3.64,63.9121,3.75,0.99495,3.6725,0.779332112,1
12-Nov-19,1.460493647,1.3228,7.0021,0.907852928,71.445,109.14,0.3037,4.144,19.2178,3.64,63.853,3.75,0.9641,3.6725,0.779119595,1
13-Nov-19,1.461347362,1.3249,7.0163,0.908595312,71.7002,109.04,0.3037,4.153,19.4543,3.64,64.2009,3.75,0.99005,3.6725,0.779241019,1
14-Nov-19,1.471020888,1.3249,7.015,0.909338911,72.0501,108.73,0.3037,4.1585,19.4228,3.64,64.2101,3.75,0.98895,3.6725,0.779028551,1
15-Nov-19,1.471670346,1.3249,7.0124,0.90628965,71.7109,108.57,0.3037,4.1495,19.2063,3.64,63.8881,3.75,0.98935,3.6725,0.776518093,1
18-Nov-19,1.468213185,1.3214,7.0142,0.904077389,71.7131,108.8,0.30355,4.154,19.2063,3.64,63.7542,3.75,0.9901,3.6725,0.772320049,1
19-Nov-19,1.471020888,1.3237,7.0258,0.902771509,71.8138,108.53,0.30345,4.161,19.3687,3.64,63.773,3.75,0.99135,3.6725,0.77288712,1
20-Nov-19,1.466920933,1.3304,7.0305,0.90424089,71.6756,108.5,0.30345,4.159,19.48,3.64,64.0213,3.75,0.9923,3.6725,0.775434243,1
21-Nov-19,1.471237311,1.3285,7.0391,0.901631954,71.7996,108.48,0.30345,4.1735,19.4138,3.64,63.843,3.75,0.9912,3.6725,0.772111338,1
22-Nov-19,1.473187979,1.3287,7.0346,0.904322662,71.8514,108.66,0.30345,4.168,19.3987,3.64,63.7101,3.75,0.99375,3.6725,0.776518093,1
25-Nov-19,1.471886959,1.3307,7.0333,0.908430233,71.6468,108.78,0.30365,4.1765,19.4468,3.64,63.7637,3.75,0.99795,3.6725,0.776849874,1
26-Nov-19,1.474491301,1.3288,7.0355,0.907441016,71.5909,109.05,0.30365,4.1805,19.5185,3.64,64.0239,3.75,0.99705,3.6725,0.7768197,1
27-Nov-19,1.475579165,1.3278,7.0291,0.908347716,71.3627,109.11,0.30365,4.1825,19.5607,3.64,63.9722,3.75,0.99775,3.6725,0.77579519,1
2-Dec-19,1.476232654,1.3297,7.0421,0.907194049,71.7217,109.66,0.30375,4.1795,19.5717,3.64,64.4097,3.75,0.99785,3.6725,0.77411364,1
3-Dec-19,1.461774594,1.3302,7.0468,0.903260771,71.6006,109.13,0.3035,4.173,19.5678,3.64,64.1401,3.75,0.98865,3.6725,0.769674812,1
4-Dec-19,1.465201465,1.3223,7.0721,0.902445628,71.78,108.55,0.3034,4.1815,19.4707,3.64,64.1948,3.75,0.9887,3.6725,0.765579544,1
5-Dec-19,1.462202076,1.3174,7.0426,0.901388138,71.5476,108.86,0.3034,4.173,19.3688,3.64,63.8135,3.75,0.9885,3.6725,0.761324705,1
6-Dec-19,1.461347362,1.3255,7.0311,0.901388138,71.3165,108.78,0.3034,4.1625,19.3247,3.64,63.7185,3.75,0.98855,3.6725,0.761614623,1
9-Dec-19,1.463700234,1.3235,7.0382,0.902934537,71.162,108.58,0.3034,4.1635,19.2302,3.64,63.7244,3.75,0.9901,3.6725,0.759359101,1
10-Dec-19,1.464343242,1.3233,7.0366,0.902771509,70.8962,108.64,0.3034,4.161,19.2362,3.64,63.5788,3.75,0.98575,3.6725,0.758926877,1
11-Dec-19,1.466705779,1.3201,7.0396,0.902934537,70.8679,108.74,0.3033,4.163,19.1785,3.64,63.5653,3.75,0.9851,3.6725,0.76048519,1
12-Dec-19,1.453065969,1.3182,7.0314,0.897907875,70.7494,108.58,0.3031,4.1545,19.1785,3.64,63.2257,3.75,0.9828,3.6725,0.758725341,1
13-Dec-19,1.443834825,1.3183,6.9851,0.89493467,70.7178,109.5,0.3031,4.1415,19.0455,3.64,62.5544,3.75,0.9828,3.6725,0.746881769,1
16-Dec-19,1.454968718,1.3142,7.0023,0.897182846,70.941,109.39,0.3032,4.14,18.9702,3.64,62.7686,3.75,0.98295,3.6725,0.747859253,1
17-Dec-19,1.455392228,1.316,7.0018,0.895896793,70.9687,109.54,0.3032,4.1415,18.9165,3.64,62.5326,3.75,0.9817,3.6725,0.757174226,1
18-Dec-19,1.460706982,1.3119,7.0041,0.89968511,71.0611,109.44,0.3032,4.1435,18.9542,3.64,62.5831,3.75,0.98075,3.6725,0.758725341,1
19-Dec-19,1.453488372,1.3122,7.0075,0.899523253,71.0813,109.58,0.3033,4.1405,18.964,3.64,62.5283,3.75,0.98055,3.6725,0.763766898,1
20-Dec-19,1.45137881,1.3164,7.0093,0.901144453,71.1569,109.39,0.3033,4.1405,18.9133,3.64,62.4071,3.75,0.9808,3.6725,0.768078651,1
23-Dec-19,1.45137881,1.316,7.0124,0.902934537,71.1699,109.42,0.3033,4.1445,18.9385,3.64,62.2499,3.75,0.98045,3.6725,0.770297335,1
26-Dec-19,1.45137881,1.316,7.0008,0.902934537,71.2699,109.55,0.30345,4.1355,18.9445,3.64,62.2499,3.75,0.98045,3.6725,0.770297335,1
27-Dec-19,1.45137881,1.3078,6.9996,0.896619744,71.2214,109.49,0.30345,4.1315,18.8452,3.64,62.2499,3.75,0.9761,3.6725,0.764584448,1
30-Dec-19,1.45137881,1.3059,6.987,0.893734918,71.3449,109.12,0.30305,4.1135,18.8727,3.64,61.9057,3.75,0.97165,3.6725,0.762107991,1
