Date,Australian dollar   (AUD),Canadian dollar   (CAD),Chinese yuan   (CNY),Euro   (EUR),Indian rupee   (INR),Japanese yen   (JPY),Kuwaiti dinar   (KWD),Malaysian ringgit   (MYR),Mexican peso   (MXN),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Swiss franc   (CHF),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD)
31-Jan-20,1.487209994,1.3233,6.9307,0.904813608,71.5096,109.03,0.3038,4.0885,18.9082,3.64,63.1385,3.75,0.96865,3.6725,0.761817697,1
3-Feb-20,1.493428913,1.3275,7.0213,0.903668896,71.5803,108.52,0.3038,4.1155,18.9082,3.64,63.9091,3.75,0.96475,3.6725,0.765960706,1
4-Feb-20,1.488316714,1.3278,6.9935,0.905141202,71.135,108.61,0.3038,4.117,18.6797,3.64,63.4342,3.75,0.96855,3.6725,0.768432781,1
5-Feb-20,1.484119917,1.3289,7.0011,0.907194049,71.2664,109.43,0.3038,4.121,18.6245,3.64,63.1742,3.75,0.9716,3.6725,0.765638159,1
6-Feb-20,1.479289941,1.329,6.9701,0.908843043,71.2558,109.89,0.3041,4.1215,18.6645,3.64,62.7977,3.75,0.9746,3.6725,0.771426367,1
7-Feb-20,1.488538255,1.3305,6.9849,0.911660133,71.2476,109.89,0.3041,4.135,18.7763,3.64,63.472,3.75,0.97675,3.6725,0.773365299,1
10-Feb-20,1.492760113,1.3319,6.9825,0.913158616,71.3046,109.64,0.3044,4.1455,18.7653,3.64,63.7708,3.75,0.9778,3.6725,0.773874013,1
11-Feb-20,1.490535102,1.3292,6.9749,0.917347032,71.2291,109.64,0.3046,4.1405,18.674,3.64,63.949,3.75,0.97785,3.6725,0.773634535,1
12-Feb-20,1.486325803,1.3254,6.973,0.916254352,71.258,109.85,0.3046,4.134,18.6308,3.64,63.047,3.75,0.97485,3.6725,0.770267668,1
13-Feb-20,1.488316714,1.3256,6.9815,0.920217171,71.4699,109.88,0.3048,4.139,18.6458,3.64,63.6016,3.75,0.97865,3.6725,0.770208341,1
14-Feb-20,1.488316714,1.3249,6.9833,0.922339052,71.3865,109.85,0.3048,4.141,18.5712,3.64,63.4536,3.75,0.98155,3.6725,0.767400813,1
18-Feb-20,1.494321578,1.3258,7.002,0.924556213,71.4013,109.75,0.3048,4.1495,18.5952,3.64,63.7698,3.75,0.9809,3.6725,0.766841762,1
19-Feb-20,1.493428913,1.3231,6.9929,0.925925926,71.4013,110.05,0.30515,4.1595,18.591,3.64,63.6873,3.75,0.98415,3.6725,0.77000077,1
20-Feb-20,1.503759398,1.3254,7.0102,0.926784059,71.5899,111.2,0.3056,4.1845,18.7992,3.64,63.7413,3.75,0.98275,3.6725,0.77688005,1
21-Feb-20,1.514004542,1.3224,7.039,0.9258402,71.5899,112.05,0.3056,4.1915,18.9138,3.64,64.3008,3.75,0.9818,3.6725,0.772439364,1
24-Feb-20,1.513088213,1.3279,7.0335,0.924385284,71.8522,112.05,0.3056,4.2215,19.1197,3.64,64.3008,3.75,0.98025,3.6725,0.774953503,1
25-Feb-20,1.51194436,1.3281,7.0142,0.922509225,71.8598,110.92,0.3056,4.225,19.0878,3.64,64.9213,3.75,0.9778,3.6725,0.771277621,1
26-Feb-20,1.516070346,1.3307,7.0223,0.91954023,71.7291,110.31,0.3056,4.2395,19.1585,3.64,65.5177,3.75,0.975,3.6725,0.773275595,1
27-Feb-20,1.525553013,1.3361,7.0128,0.912075885,71.6124,110.31,0.3056,4.2225,19.3973,3.64,65.6097,3.75,0.97075,3.6725,0.777091347,1
28-Feb-20,1.532801962,1.3429,7.0006,0.910995718,72.1895,109.4,0.3056,4.226,19.776,3.64,66.9909,3.75,0.96615,3.6725,0.776276976,1
2-Mar-20,1.533272002,1.3356,6.9623,0.899118864,72.242,107.67,0.3056,4.2015,19.6985,3.64,66.3274,3.75,0.9568,3.6725,0.782227785,1
3-Mar-20,1.526251526,1.3363,6.9796,0.899523253,72.8733,108.32,0.30535,4.205,19.2837,3.64,66.4437,3.75,0.95785,3.6725,0.782136013,1
4-Mar-20,1.516300227,1.3392,6.9331,0.898876404,73.5603,107.35,0.30535,4.183,19.5335,3.64,66.0784,3.75,0.95785,3.6725,0.781463681,1
5-Mar-20,1.510574018,1.3415,6.9393,0.893894699,73.2824,107.31,0.30535,4.1655,19.8095,3.64,66.1854,3.75,0.9527,3.6725,0.773874013,1
6-Mar-20,1.514692517,1.3421,6.9492,0.882145378,73.6629,106.24,0.30535,4.1875,20.1623,3.64,67.5175,3.75,0.935,3.6725,0.768580432,1
9-Mar-20,1.514692517,1.3598,6.938,0.872905028,73.9538,102.1,0.30485,4.2085,21.1117,3.64,67.5175,3.75,0.92575,3.6725,0.763300511,1
10-Mar-20,1.522997259,1.3731,6.9442,0.877963126,73.9538,103.25,0.30545,4.226,21.0267,3.64,72.0208,3.75,0.93225,3.6725,0.767106474,1
11-Mar-20,1.537279016,1.3745,6.9544,0.882145378,73.8128,105.0,0.30595,4.2355,21.213,3.64,71.472,3.75,0.93555,3.6725,0.773993808,1
12-Mar-20,1.54870683,1.382,6.98,0.889679715,74.1694,104.0,0.30595,4.253,22.1518,3.64,74.0274,3.75,0.9394,3.6725,0.785422557,1
13-Mar-20,1.585539876,1.3901,6.986,0.900576369,74.0694,105.08,0.30595,4.295,21.9288,3.64,73.1882,3.75,0.9486,3.6725,0.798913478,1
16-Mar-20,1.619170984,1.3964,7.0052,0.896298288,74.2723,106.9,0.30595,4.301,21.9288,3.64,74.1262,3.75,0.9434,3.6725,0.811227387,1
17-Mar-20,1.63371998,1.4175,7.0036,0.910580951,74.0309,106.58,0.30595,4.33,23.0573,3.64,73.8896,3.75,0.9581,3.6725,0.82552524,1
18-Mar-20,1.661681622,1.4496,7.0213,0.914578379,74.1727,107.35,0.30595,4.358,23.9008,3.64,77.2131,3.75,0.96085,3.6725,0.838715088,1
19-Mar-20,1.795009873,1.4495,7.0834,0.9258402,75.0583,108.85,0.30595,4.4065,24.0868,3.64,80.157,3.75,0.9799,3.6725,0.866476042,1
20-Mar-20,1.708525542,1.4332,7.0551,0.933968432,75.0583,108.85,0.30595,4.4045,24.1113,3.64,78.0443,3.75,0.9835,3.6725,0.850665646,1
23-Mar-20,1.735508504,1.4482,7.111,0.9273857,75.8814,110.18,0.3099,4.445,25.0782,3.64,80.8815,3.75,0.9879,3.6725,0.867227474,1
24-Mar-20,1.691474966,1.4491,7.0797,0.922253989,76.1522,110.45,0.30975,4.435,25.1185,3.64,78.8493,3.75,0.9746,3.6725,0.851788756,1
25-Mar-20,1.664724488,1.4302,7.096,0.923616884,76.1522,111.13,0.30975,4.394,24.2948,3.64,77.7928,3.75,0.9803,3.6725,0.841467519,1
26-Mar-20,1.686056314,1.4077,7.0991,0.910663874,75.2392,110.74,0.3094,4.3625,23.097,3.64,78.7223,3.75,0.9704,3.6725,0.835352101,1
27-Mar-20,1.638806949,1.4056,7.0927,0.910995718,74.8434,108.4,0.3094,4.263,23.5122,3.64,77.7325,3.75,0.9623,3.6725,0.818498056,1
30-Mar-20,1.62601626,1.4156,7.0917,0.90628965,75.3451,107.55,0.3083,4.3575,24.2853,3.64,77.7325,3.75,0.956,3.6725,0.805574576,1
31-Mar-20,1.619433198,1.4187,7.0927,0.912741877,75.3859,108.7,0.30855,4.3025,23.4847,3.64,77.7325,3.75,0.9654,3.6725,0.809028761,1
1-Apr-20,1.63291966,1.4217,7.1041,0.914411119,75.3859,107.58,0.30855,4.3275,24.4918,3.64,77.7325,3.75,0.9654,3.6725,0.807754443,1
2-Apr-20,1.644466371,1.4179,7.096,0.916926462,75.3859,107.48,0.30855,4.386,24.1087,3.64,77.7325,3.75,0.96675,3.6725,0.803503274,1
3-Apr-20,1.646903821,1.4142,7.0939,0.916926462,75.8276,108.1,0.30855,4.36,24.6938,3.64,77.7325,3.75,0.97635,3.6725,0.815029137,1
6-Apr-20,1.657000829,1.4127,7.0939,0.926698174,75.8276,108.95,0.3092,4.375,24.6895,3.64,76.4074,3.75,0.9781,3.6725,0.812347685,1
7-Apr-20,1.6273393,1.3986,7.0572,0.918695452,75.8438,108.86,0.3092,4.35,24.0388,3.64,75.455,3.75,0.9731,3.6725,0.813636549,1
8-Apr-20,1.62707452,1.4034,7.0638,0.919878576,76.0867,108.86,0.30905,4.3398,24.0925,3.64,75.7499,3.75,0.97125,3.6725,0.809847749,1
9-Apr-20,1.610046691,1.3985,7.058,0.920217171,76.4577,108.96,0.30905,4.341,24.0925,3.64,74.605,3.75,0.97165,3.6725,0.804020101,1
10-Apr-20,1.610046691,1.3985,7.0376,0.920217171,76.4577,108.6,0.30905,4.308,24.0925,3.64,73.7515,3.75,0.97165,3.6725,0.804020101,1
13-Apr-20,1.610046691,1.3936,7.0475,0.920217171,76.3617,108.26,0.30975,4.3225,23.7427,3.64,73.5245,3.75,0.97165,3.6725,0.804020101,1
14-Apr-20,1.557875058,1.3904,7.0502,0.912159081,76.3617,107.65,0.3086,4.323,23.5645,3.64,73.315,3.75,0.9636,3.6725,0.796907997,1
15-Apr-20,1.56641604,1.4086,7.063,0.917178758,76.2743,107.17,0.3084,4.33,24.1155,3.64,73.7145,3.75,0.9659,3.6725,0.799776063,1
16-Apr-20,1.59083678,1.4122,7.0775,0.918442322,76.7408,107.69,0.3089,4.374,24.2098,3.64,74.7119,3.75,0.96665,3.6725,0.800480288,1
17-Apr-20,1.572327044,1.4037,7.0767,0.920810313,76.5444,107.93,0.3089,4.365,23.9012,3.64,73.9441,3.75,0.97045,3.6725,0.803503274,1
20-Apr-20,1.575795777,1.4086,7.0723,0.920810313,76.6335,107.86,0.3088,4.388,24.0077,3.64,74.6657,3.75,0.9683,3.6725,0.802278471,1
21-Apr-20,1.583782072,1.4203,7.0882,0.922764603,76.6516,107.8,0.30895,4.3923,24.4248,3.64,76.2562,3.75,0.9707,3.6725,0.810536981,1
22-Apr-20,1.581527756,1.4203,7.0807,0.920217171,76.8084,107.84,0.30895,4.395,24.5883,3.64,77.0416,3.75,0.96805,3.6725,0.808734331,1
23-Apr-20,1.577038322,1.4203,7.0771,0.928332714,76.0635,107.8,0.30905,4.365,24.5883,3.64,75.129,3.75,0.9757,3.6725,0.809814957,1
24-Apr-20,1.576541069,1.409,7.0825,0.925925926,76.4173,107.7,0.30905,4.365,24.8583,3.64,74.7163,3.75,0.9754,3.6725,0.809323406,1
27-Apr-20,1.547508511,1.4053,7.0812,0.921489126,76.1269,107.58,0.30885,4.354,24.8492,3.64,74.496,3.75,0.9731,3.6725,0.803341902,1
28-Apr-20,1.54870683,1.3978,7.087,0.91937115,76.371,107.28,0.309,4.3705,24.3882,3.64,74.5706,3.75,0.97295,3.6725,0.800448251,1
29-Apr-20,1.528584531,1.3922,7.0758,0.922339052,75.6961,107.28,0.3088,4.36,24.0002,3.64,73.6894,3.75,0.97455,3.6725,0.80684202,1
30-Apr-20,1.522997259,1.391,7.0543,0.919455682,75.115,106.58,0.3087,4.326,23.9283,3.64,72.7263,3.75,0.97045,3.6725,0.799360512,1
1-May-20,1.54822728,1.391,7.0543,0.919455682,75.115,107.1,0.3087,4.326,23.9283,3.64,72.7263,3.75,0.97045,3.6725,0.796717524,1
4-May-20,1.566906926,1.4085,7.0543,0.913909706,75.7902,107.1,0.30855,4.3385,24.3812,3.64,72.7263,3.75,0.9647,3.6725,0.806029098,1
5-May-20,1.54822728,1.4032,7.0543,0.922253989,75.5715,107.1,0.30855,4.31,23.8343,3.64,72.7263,3.75,0.97095,3.6725,0.803212851,1
6-May-20,1.550628004,1.4124,7.0915,0.925326177,75.6911,107.1,0.3088,4.311,24.2942,3.64,73.9719,3.75,0.9739,3.6725,0.808146113,1
7-May-20,1.556178027,1.4015,7.0899,0.9273857,75.6911,106.26,0.3089,4.311,24.0563,3.64,74.1169,3.75,0.9757,3.6725,0.808472795,1
8-May-20,1.531393568,1.3934,7.0779,0.922253989,75.4411,106.4,0.3089,4.311,23.6805,3.64,73.8725,3.75,0.97075,3.6725,0.808472795,1
11-May-20,1.528350909,1.4012,7.083,0.923872875,75.6838,106.94,0.3088,4.311,23.8693,3.64,73.8725,3.75,0.9723,3.6725,0.81191897,1
12-May-20,1.543924656,1.4015,7.0907,0.920979923,75.7944,107.51,0.30905,4.345,24.0487,3.64,73.4326,3.75,0.97055,3.6725,0.809749383,1
13-May-20,1.544878727,1.4073,7.0946,0.91954023,75.3885,107.22,0.3089,4.337,24.2113,3.64,73.5819,3.75,0.96885,3.6725,0.813371833,1
14-May-20,1.554243084,1.409,7.0975,0.926612305,75.444,106.87,0.30905,4.335,24.2708,3.64,73.9298,3.75,0.9743,3.6725,0.8200082,1
15-May-20,1.549186677,1.4094,7.0983,0.926097425,75.5634,107.42,0.30905,4.3455,23.958,3.64,73.2056,3.75,0.97265,3.6725,0.819772923,1
18-May-20,1.555451859,1.4094,7.1148,0.923190547,75.9345,107.11,0.30905,4.355,23.6032,3.64,72.9798,3.75,0.97215,3.6725,0.824742268,1
19-May-20,1.533742331,1.3893,7.1091,0.913242009,75.6638,107.4,0.3088,4.3495,23.6023,3.64,72.3918,3.75,0.97085,3.6725,0.816393175,1
20-May-20,1.526484506,1.3892,7.1089,0.912575287,75.6712,107.98,0.3088,4.356,23.2962,3.64,72.3381,3.75,0.96625,3.6725,0.815029137,1
21-May-20,1.525320317,1.3935,7.0993,0.909090909,75.7785,107.73,0.3088,4.3525,22.96,3.64,70.924,3.75,0.96625,3.6725,0.817728351,1
22-May-20,1.528818224,1.4015,7.1349,0.917094644,75.7868,107.74,0.3088,4.362,22.7928,3.64,71.8804,3.75,0.97195,3.6725,0.820647491,1
26-May-20,1.520450053,1.3804,7.136,0.911161731,75.6404,107.75,0.3088,4.362,22.2932,3.64,71.1408,3.75,0.96795,3.6725,0.812479688,1
27-May-20,1.506024096,1.378,7.1599,0.90983532,75.6476,107.52,0.30865,4.358,22.3633,3.64,71.0635,3.75,0.9691,3.6725,0.810635538,1
28-May-20,1.512401694,1.3764,7.1563,0.907770516,75.7501,107.87,0.30865,4.36,22.204,3.64,71.1012,3.75,0.9691,3.6725,0.817126982,1
29-May-20,1.501726986,1.3787,7.1463,0.897988506,75.6369,107.14,0.30865,4.3485,22.1778,3.64,70.752,3.75,0.96165,3.6725,0.811424862,1
1-Jun-20,1.501726986,1.363,7.1161,0.899604174,75.4792,107.75,0.30815,4.323,22.0168,3.64,69.7114,3.75,0.96165,3.6725,0.807689201,1
2-Jun-20,1.469939732,1.3515,7.1178,0.89493467,75.5871,107.56,0.30815,4.2915,21.6827,3.64,68.9831,3.75,0.96185,3.6725,0.796178344,1
3-Jun-20,1.44092219,1.3504,7.1078,0.893335716,75.326,108.65,0.308,4.262,21.6043,3.64,68.3413,3.75,0.96335,3.6725,0.794502046,1
4-Jun-20,1.448016218,1.3508,7.1202,0.888888889,75.529,109.0,0.308,4.2745,21.8388,3.64,69.0151,3.75,0.9601,3.6725,0.797829903,1
5-Jun-20,1.428571429,1.3429,7.0904,0.882612533,75.4665,109.13,0.308,4.267,21.5837,3.64,68.6319,3.75,0.95775,3.6725,0.791420996,1
8-Jun-20,1.428571429,1.3383,7.0761,0.886132034,75.6307,109.46,0.3079,4.267,21.6552,3.64,68.3123,3.75,0.9631,3.6725,0.791295747,1
9-Jun-20,1.429592566,1.3423,7.0822,0.88542589,75.4931,108.1,0.3077,4.2615,21.7252,3.64,68.6745,3.75,0.95405,3.6725,0.790857685,1
10-Jun-20,1.429183936,1.339,7.0704,0.879120879,75.4688,107.5,0.30745,4.2675,21.923,3.64,68.6183,3.75,0.94605,3.6725,0.783054696,1
11-Jun-20,1.443209698,1.3553,7.0733,0.881212548,75.7907,106.9,0.30735,4.254,22.4252,3.64,69.1219,3.75,0.94245,3.6725,0.788363751,1
12-Jun-20,1.456239988,1.3596,7.0773,0.884642604,75.973,106.85,0.30735,4.266,22.3347,3.64,69.1219,3.75,0.94685,3.6725,0.792487221,1
15-Jun-20,1.47275405,1.3604,7.095,0.888651915,76.1056,107.22,0.3077,4.2725,22.5435,3.64,70.395,3.75,0.95115,3.6725,0.799264676,1
16-Jun-20,1.439677512,1.3558,7.083,0.884329678,75.841,107.31,0.30745,4.263,22.2168,3.64,69.7524,3.75,0.94705,3.6725,0.790545081,1
17-Jun-20,1.453065969,1.3555,7.089,0.89031339,76.2032,107.34,0.3076,4.279,22.2783,3.64,69.4822,3.75,0.9498,3.6725,0.795608243,1
18-Jun-20,1.455604076,1.3589,7.0776,0.891106755,76.1509,106.8,0.3076,4.2755,22.6088,3.64,69.618,3.75,0.9486,3.6725,0.798881566,1
19-Jun-20,1.457513482,1.3587,7.0783,0.89206066,76.2144,106.92,0.3076,4.279,22.6088,3.64,69.5725,3.75,0.9507,3.6725,0.80762397,1
22-Jun-20,1.457725948,1.3587,7.0765,0.891821992,76.2144,106.87,0.3079,4.274,22.4413,3.64,69.4835,3.75,0.94995,3.6725,0.80749354,1
23-Jun-20,1.449905756,1.3516,7.0658,0.88354833,76.2144,107.15,0.30765,4.276,22.413,3.64,68.8376,3.75,0.94995,3.6725,0.803148341,1
24-Jun-20,1.440299582,1.3591,7.0733,0.886524823,75.7087,106.55,0.3074,4.2765,22.6662,3.64,68.8376,3.75,0.9445,3.6725,0.798658254,1
25-Jun-20,1.454545455,1.3645,7.0733,0.892857143,75.6349,107.1,0.3077,4.279,22.7963,3.64,69.466,3.75,0.94965,3.6725,0.803664711,1
26-Jun-20,1.451800232,1.3676,7.0733,0.891821992,75.4757,107.11,0.3077,4.278,22.9715,3.64,69.1284,3.75,0.94745,3.6725,0.805607025,1
29-Jun-20,1.453699666,1.3676,7.078,0.886210564,75.568,107.22,0.3077,4.285,23.1325,3.64,69.9513,3.75,0.9443,3.6725,0.811787149,1
30-Jun-20,1.457088737,1.3628,7.0681,0.89301661,75.527,107.72,0.3078,4.28,23.0893,3.64,70.4413,3.75,0.9505,3.6725,0.814962715,1
1-Jul-20,1.450326323,1.3628,7.063,0.892857143,75.5813,107.69,0.3078,4.2815,22.8078,3.64,70.4413,3.75,0.94735,3.6725,0.806094071,1
2-Jul-20,1.444251878,1.3586,7.0631,0.886053518,75.4876,107.48,0.3076,4.286,22.5225,3.64,70.5198,3.75,0.9436,3.6725,0.799584216,1
7-Jul-20,1.437194596,1.3583,7.0211,0.885739593,74.8609,107.32,0.3076,4.274,22.6213,3.64,72.1719,3.75,0.9441,3.6725,0.800320128,1
8-Jul-20,1.440714594,1.3538,7.0176,0.886053518,75.027,107.67,0.3076,4.2785,22.8225,3.64,71.2379,3.75,0.94145,3.6725,0.797893561,1
9-Jul-20,1.431434297,1.3555,6.9904,0.881678716,75.0031,107.28,0.3072,4.265,22.6945,3.64,70.88,3.75,0.93915,3.6725,0.791233137,1
10-Jul-20,1.442793248,1.3555,7.0081,0.886839305,75.2865,106.95,0.3072,4.268,22.5342,3.64,71.2298,3.75,0.9415,3.6725,0.792801364,1
13-Jul-20,1.43307538,1.3567,7.0006,0.88269044,75.1567,106.83,0.30725,4.2605,22.4633,3.64,70.7479,3.75,0.94185,3.6725,0.79330451,1
14-Jul-20,1.440507058,1.3616,7.0169,0.879120879,75.3935,107.24,0.30725,4.2705,22.6173,3.64,71.1275,3.75,0.93965,3.6725,0.798626363,1
15-Jul-20,1.428571429,1.3534,6.9941,0.873820343,75.3123,107.28,0.30715,4.2655,22.3647,3.64,70.7998,3.75,0.94055,3.6725,0.791985111,1
16-Jul-20,1.43000143,1.3543,6.998,0.876117049,75.242,106.95,0.30715,4.2675,22.3032,3.64,71.231,3.75,0.9459,3.6725,0.797957229,1
17-Jul-20,1.432254368,1.3574,6.9996,0.875043752,75.1015,107.26,0.30715,4.2695,22.4897,3.64,71.7139,3.75,0.9411,3.6725,0.796527142,1
20-Jul-20,1.431229426,1.3543,6.9895,0.873515024,74.9666,107.5,0.30705,4.2648,22.6278,3.64,71.9628,3.75,0.93865,3.6725,0.793398921,1
21-Jul-20,1.420454545,1.3446,6.9933,0.873896705,74.7678,107.22,0.30705,4.2625,22.3597,3.64,70.9668,3.75,0.9375,3.6725,0.78733958,1
22-Jul-20,1.398210291,1.342,7.0032,0.863707031,74.6848,106.86,0.30665,4.2535,22.251,3.64,70.7881,3.75,0.93245,3.6725,0.787742723,1
23-Jul-20,1.398405817,1.3392,6.9961,0.864378944,74.7548,106.86,0.30655,4.2525,22.3627,3.64,70.963,3.75,0.92715,3.6725,0.786596397,1
24-Jul-20,1.411233418,1.3421,7.0208,0.861474845,74.8672,106.86,0.30655,4.2645,22.3842,3.64,71.5974,3.75,0.92495,3.6725,0.785360873,1
27-Jul-20,1.402721279,1.3378,7.0017,0.850340136,74.762,105.82,0.306,4.2515,22.0275,3.64,71.585,3.75,0.92005,3.6725,0.7768197,1
28-Jul-20,1.400364095,1.3373,7.0076,0.853460783,74.7458,105.33,0.306,4.2475,21.9615,3.64,71.9196,3.75,0.91855,3.6725,0.776307107,1
29-Jul-20,1.395673412,1.336,6.997,0.852878465,74.7667,104.94,0.306,4.249,21.9907,3.64,72.2348,3.75,0.91735,3.6725,0.771307366,1
30-Jul-20,1.396843135,1.3432,7.0014,0.851571149,74.8412,105.08,0.306,4.2425,22.1727,3.64,73.3633,3.75,0.91445,3.6725,0.768403258,1
31-Jul-20,1.386385692,1.3404,6.9855,0.844024308,74.7722,104.55,0.306,4.2425,22.2012,3.64,73.4261,3.75,0.90835,3.6725,0.76115086,1
3-Aug-20,1.386385692,1.3404,6.9758,0.852805731,74.9789,106.2,0.306,4.2335,22.614,3.64,74.1586,3.75,0.91815,3.6725,0.768403258,1
4-Aug-20,1.402131239,1.3372,6.9866,0.849978751,75.0894,106.12,0.30585,4.2175,22.7845,3.64,73.3806,3.75,0.9156,3.6725,0.767283051,1
5-Aug-20,1.39256371,1.3262,6.9514,0.843597098,74.9086,105.6,0.30565,4.2005,22.4068,3.64,73.2806,3.75,0.91025,3.6725,0.761991847,1
6-Aug-20,1.387539892,1.3292,6.9466,0.844380647,74.8591,105.53,0.30545,4.1875,22.3652,3.64,73.0397,3.75,0.90855,3.6725,0.759214972,1
7-Aug-20,1.387539892,1.3377,6.9605,0.84623847,74.9556,105.58,0.30545,4.1975,22.4892,3.64,73.6376,3.75,0.9139,3.6725,0.764672147,1
10-Aug-20,1.395673412,1.3354,6.9666,0.850123268,74.878,105.58,0.30575,4.194,22.485,3.64,73.775,3.75,0.9183,3.6725,0.767754319,1
11-Aug-20,1.393339836,1.3291,6.9528,0.848680302,74.8436,106.16,0.30585,4.1985,22.349,3.64,73.1522,3.75,0.9119,3.6725,0.764000306,1
12-Aug-20,1.404889014,1.3254,6.9474,0.849545493,74.8286,106.6,0.3061,4.1985,22.3457,3.64,73.2351,3.75,0.9131,3.6725,0.766665389,1
13-Aug-20,1.39431121,1.3217,6.9439,0.845094228,74.8369,106.66,0.3058,4.1895,22.2628,3.64,73.6067,3.75,0.9102,3.6725,0.763329644,1
14-Aug-20,1.397233478,1.325,6.9479,0.846525015,74.7721,106.96,0.3058,4.2025,22.0313,3.64,73.2157,3.75,0.91035,3.6725,0.763096646,1
17-Aug-20,1.392175971,1.3207,6.941,0.84366827,74.8464,106.53,0.3057,4.1875,22.057,3.64,72.9676,3.75,0.90775,3.6725,0.764146258,1
18-Aug-20,1.384083045,1.317,6.9269,0.839912649,74.819,105.75,0.30545,4.188,22.1535,3.64,73.4321,3.75,0.90535,3.6725,0.759878419,1
19-Aug-20,1.379500621,1.3171,6.9176,0.838012235,74.7608,105.2,0.3053,4.1825,22.0527,3.64,73.2392,3.75,0.90295,3.6725,0.756486875,1
20-Aug-20,1.39431121,1.3195,6.9181,0.843881857,75.0062,106.09,0.3053,4.1825,22.176,3.64,73.7711,3.75,0.9112,3.6725,0.761701641,1
21-Aug-20,1.388117712,1.3195,6.9111,0.849689863,74.8755,105.67,0.3053,4.177,22.0362,3.64,74.0999,3.75,0.9114,3.6725,0.760340633,1
