Date,Australian dollar   (AUD),Bahrain dinar   (BHD),Canadian dollar   (CAD),Chinese yuan   (CNY),Euro   (EUR),Indian rupee   (INR),Japanese yen   (JPY),Kuwaiti dinar   (KWD),Malaysian ringgit   (MYR),Mexican peso   (MXN),Pakistani rupee   (PKR),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Sri Lankan rupee   (LKR),Swiss franc   (CHF),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD)
7-May-12,0.985610093,0.376,0.9935,6.2858,0.767283051,53.34,79.8,0.27825,3.0615,13.1659,90.8461,3.64,29.5937,3.75,127.9214,0.9214,3.6725,0.617932398,1
8-May-12,0.981161695,0.376,0.9997,6.2804,0.767754319,52.86,80.0,0.27805,3.0555,13.3374,90.811,3.64,29.8075,3.75,127.7282,0.9224,3.6725,0.619463545,1
9-May-12,0.992654358,0.376,1.0015,6.2865,0.772200772,53.46,79.87,0.2783,3.0685,13.515,90.8296,3.64,29.8075,3.75,128.2487,0.9258,3.6725,0.62007813,1
10-May-12,0.989609104,0.376,1.0017,6.2941,0.771545405,53.34,79.7,0.27835,3.0685,13.515,90.8327,3.64,30.1891,3.75,127.8657,0.928,3.6725,0.62038588,1
11-May-12,0.994727942,0.376,0.9968,6.2952,0.772558714,53.64,79.85,0.27835,3.0723,13.4929,90.8373,3.64,30.2306,3.75,127.7434,0.9284,3.6725,0.621310966,1
14-May-12,0.998701688,0.376,1.0019,6.304,0.777423618,53.71,80.03,0.27865,3.0755,13.6739,90.861,3.64,30.2652,3.75,127.9202,0.9329,3.6725,0.622587474,1
15-May-12,1.00050025,0.376,1.0029,6.311,0.778634275,53.84,79.87,0.2788,3.085,13.7302,90.8525,3.64,30.3299,3.75,128.6292,0.9346,3.6725,0.62316944,1
16-May-12,1.008572869,0.376,1.0102,6.3205,0.785052599,54.29,80.38,0.27945,3.1105,13.7747,90.8941,3.64,30.9758,3.75,128.8413,0.9446,3.6725,0.628417018,1
17-May-12,1.004217714,0.376,1.0164,6.3233,0.788519161,54.39,80.3,0.27935,3.1075,13.7994,90.8518,3.64,30.9417,3.75,128.918,0.9446,3.6725,0.630715863,1
18-May-12,1.01853738,0.376,1.021,6.3209,0.786101722,54.88,79.4,0.27935,3.134,13.7809,90.8979,3.64,31.3921,3.75,128.914,0.9466,3.6725,0.633352334,1
21-May-12,1.014816318,0.376,1.021,6.3116,0.784313725,54.68,79.15,0.27905,3.129,13.7935,91.1265,3.64,31.1582,3.75,129.5526,0.9404,3.6725,0.632391071,1
22-May-12,1.007556675,0.376,1.0191,6.3077,0.78320802,54.88,79.39,0.27905,3.129,13.7203,91.5674,3.64,31.0644,3.75,129.8057,0.9417,3.6725,0.634155622,1
23-May-12,1.022808633,0.376,1.0275,6.3208,0.789951813,55.93,79.55,0.27955,3.138,14.0335,91.8444,3.64,31.3803,3.75,129.8357,0.9485,3.6725,0.63588961,1
24-May-12,1.024800164,0.376,1.0275,6.3247,0.796368559,56.29,79.45,0.27995,3.1405,14.004,92.2272,3.64,31.6247,3.75,130.1142,0.9545,3.6725,0.637958533,1
25-May-12,1.026272578,0.376,1.0285,6.326,0.797066794,55.73,79.68,0.27995,3.1655,14.0156,91.7656,3.64,31.7572,3.75,130.0396,0.9557,3.6725,0.637755102,1
29-May-12,1.01378751,0.376,1.0253,6.3262,0.798530704,55.58,79.53,0.2801,3.157,13.9169,92.4797,3.64,32.086,3.75,131.2162,0.9586,3.6725,0.637633106,1
30-May-12,1.020824826,0.376,1.0286,6.3297,0.803987779,56.01,79.46,0.2804,3.1595,14.0749,92.9348,3.64,32.4509,3.75,131.6101,0.966,3.6725,0.641889723,1
31-May-12,1.028066207,0.376,1.0349,6.3355,0.806256551,56.42,78.8,0.2807,3.182,14.3047,94.0277,3.64,32.9173,3.75,132.24,0.969,3.6725,0.64499484,1
1-Jun-12,1.030927835,0.376,1.038,6.3308,0.811556565,55.92,78.64,0.2807,3.1845,14.3949,93.7875,3.64,33.7384,3.75,132.1045,0.9743,3.6725,0.65269891,1
4-Jun-12,1.033591731,0.376,1.0418,6.3276,0.804052424,55.52,78.17,0.2806,3.198,14.2443,93.9302,3.64,34.0395,3.75,132.1045,0.9655,3.6725,0.65269891,1
5-Jun-12,1.021033286,0.376,1.0414,6.3225,0.804569957,55.56,78.35,0.28015,3.1935,14.2319,93.8954,3.64,33.2001,3.75,131.7844,0.9655,3.6725,0.65269891,1
6-Jun-12,1.017397497,0.376,1.0297,6.3261,0.800961153,55.5,78.8,0.28025,3.1765,14.1116,94.0691,3.64,32.7889,3.75,130.8369,0.9607,3.6725,0.645744543,1
7-Jun-12,1.003814495,0.376,1.0244,6.317,0.793965859,55.15,79.35,0.28015,3.167,14.1116,94.3211,3.64,32.1922,3.75,130.1697,0.9556,3.6725,0.645286184,1
8-Jun-12,1.01502233,0.376,1.0332,6.3188,0.802053256,55.36,79.65,0.28015,3.182,14.0351,94.1336,3.64,32.7358,3.75,130.1486,0.9637,3.6725,0.648340249,1
11-Jun-12,1.01502233,0.376,1.0283,6.3169,0.797193878,55.24,79.63,0.28015,3.1645,13.9625,94.3505,3.64,32.7358,3.75,130.3868,0.9552,3.6725,0.64337644,1
12-Jun-12,1.010305112,0.376,1.0268,6.3292,0.800512328,56.05,79.24,0.28035,3.181,14.006,94.2726,3.64,32.7358,3.75,131.2043,0.9599,3.6725,0.643997939,1
13-Jun-12,1.005429318,0.376,1.027,6.3271,0.797829903,55.85,79.64,0.28035,3.1815,13.97,94.4552,3.64,32.7331,3.75,132.3251,0.9582,3.6725,0.642549637,1
14-Jun-12,1.004419446,0.376,1.0247,6.3191,0.796749263,55.79,79.43,0.28,3.183,13.9974,94.424,3.64,32.5766,3.75,132.0079,0.9549,3.6725,0.644039415,1
15-Jun-12,0.998502247,0.376,1.0244,6.3089,0.793902826,55.76,79.48,0.28,3.168,13.9974,94.3326,3.64,32.3945,3.75,132.0539,0.952,3.6725,0.643624895,1
18-Jun-12,0.988142292,0.376,1.0266,6.3005,0.792518624,55.6,79.27,0.27935,3.148,13.9154,94.2017,3.64,32.1315,3.75,131.7936,0.9512,3.6725,0.639100147,1
19-Jun-12,0.987069391,0.376,1.0178,6.3016,0.792455821,56.01,78.98,0.2797,3.157,13.7033,93.9407,3.64,32.5315,3.75,131.988,0.9522,3.6725,0.638447296,1
20-Jun-12,0.981354269,0.376,1.0194,6.3004,0.787153652,55.86,78.88,0.2794,3.1575,13.7257,94.0876,3.64,32.5166,3.75,132.4807,0.9464,3.6725,0.635727908,1
21-Jun-12,0.98386462,0.376,1.0251,6.304,0.789265983,56.42,79.62,0.27955,3.1695,13.7257,94.4174,3.64,32.9054,3.75,132.4563,0.9476,3.6725,0.636739892,1
22-Jun-12,0.994332306,0.376,1.026,6.304,0.797511763,56.99,80.42,0.27955,3.19,13.7257,94.3929,3.64,33.5191,3.75,132.8614,0.9565,3.6725,0.641231164,1
25-Jun-12,0.99690958,0.376,1.0303,6.323,0.800768738,56.53,80.3,0.28025,3.1905,13.9542,94.4896,3.64,33.1693,3.75,132.8667,0.9621,3.6725,0.64337644,1
26-Jun-12,0.996611521,0.376,1.0265,6.3211,0.801603206,57.07,79.73,0.28025,3.1948,13.8616,94.4639,3.64,33.1732,3.75,132.9429,0.9609,3.6725,0.639467963,1
27-Jun-12,0.993541977,0.376,1.0257,6.3173,0.801410482,57.22,79.4,0.28025,3.192,13.6652,94.5802,3.64,32.8384,3.75,133.1261,0.9611,3.6725,0.640163882,1
28-Jun-12,0.988337616,0.376,1.0333,6.319,0.805282654,56.92,79.47,0.28015,3.19,13.653,94.6114,3.64,32.9412,3.75,133.9614,0.9662,3.6725,0.64337644,1
29-Jun-12,0.981257973,0.376,1.0191,6.3249,0.794281176,56.31,79.3,0.28015,3.1895,13.4084,94.627,3.64,32.8169,3.75,133.3044,0.9554,3.6725,0.640902391,1
2-Jul-12,0.977803853,0.376,1.0191,6.3146,0.794091956,56.31,79.76,0.27975,3.17,13.397,94.627,3.64,32.5287,3.75,133.749,0.9516,3.6725,0.638162093,1
3-Jul-12,0.973709834,0.376,1.0123,6.3178,0.795228628,54.81,79.52,0.27975,3.1565,13.3174,94.7604,3.64,32.4789,3.75,133.749,0.9548,3.6725,0.637917836,1
5-Jul-12,0.973994351,0.376,1.0131,6.3193,0.804764204,55.03,79.93,0.2802,3.1645,13.3174,94.496,3.64,32.4727,3.75,133.6286,0.9605,3.6725,0.641436818,1
6-Jul-12,0.974658869,0.376,1.0199,6.3249,0.80795023,55.42,79.97,0.2802,3.1735,13.4925,94.1947,3.64,32.624,3.75,133.6876,0.9702,3.6725,0.643417836,1
9-Jul-12,0.981354269,0.376,1.0212,6.3293,0.813471081,56.02,79.65,0.28115,3.1885,13.4533,93.8192,3.64,32.9907,3.75,133.3591,0.9762,3.6725,0.645577792,1
10-Jul-12,0.982704403,0.376,1.0203,6.3195,0.814000814,55.81,79.51,0.28115,3.188,13.2924,94.3844,3.64,32.9754,3.75,133.4704,0.9752,3.6725,0.643997939,1
11-Jul-12,0.979048365,0.376,1.0195,6.3209,0.815660685,55.37,79.35,0.28115,3.1865,13.3241,94.251,3.64,32.8282,3.75,133.6636,0.9771,3.6725,0.642590927,1
12-Jul-12,0.983284169,0.376,1.0214,6.3215,0.821152899,55.7,79.62,0.2813,3.185,13.4795,94.4024,3.64,32.7177,3.75,133.7621,0.9852,3.6725,0.647165415,1
13-Jul-12,0.983961429,0.376,1.0151,6.3247,0.820681165,55.66,79.38,0.2813,3.1865,13.3449,94.389,3.64,32.659,3.75,133.8114,0.9839,3.6725,0.647374895,1
16-Jul-12,0.97713504,0.376,1.0157,6.3208,0.821220333,54.92,79.38,0.2812,3.176,13.2832,94.6752,3.64,32.6208,3.75,133.8218,0.9852,3.6725,0.643873543,1
17-Jul-12,0.971439674,0.376,1.0141,6.3167,0.814265939,55.15,78.89,0.28105,3.161,13.2226,94.4181,3.64,32.4955,3.75,133.785,0.9775,3.6725,0.639713408,1
18-Jul-12,0.970873786,0.376,1.0112,6.314,0.817394147,55.34,79.08,0.28115,3.1585,13.1201,94.446,3.64,32.4041,3.75,133.8565,0.9812,3.6725,0.640861318,1
19-Jul-12,0.962463908,0.376,1.0077,6.3126,0.813868316,55.38,78.59,0.28115,3.1505,13.1921,94.3496,3.64,32.0764,3.75,133.7108,0.9762,3.6725,0.637551801,1
