Date,Australian dollar   (AUD),Canadian dollar   (CAD),Chinese yuan   (CNY),Euro   (EUR),Indian rupee   (INR),Japanese yen   (JPY),Malaysian ringgit   (MYR),Qatari riyal   (QAR),Russian ruble   (RUB),Saudi Arabian riyal   (SAR),Swiss franc   (CHF),U.A.E. dirham   (AED),U.K. pound   (GBP),U.S. dollar   (USD)
5-Nov-21,1.351899419,1.2452,6.4,0.868130914,74.5684,113.77,4.1595,3.64,71.4876,3.75,0.9167,3.6725,0.743909243,1
8-Nov-21,1.35171668,1.2449,6.3978,0.863632438,74.1106,113.59,4.1555,3.64,71.3975,3.75,0.91515,3.6725,0.739836496,1
9-Nov-21,1.349527665,1.2448,6.3956,0.863781636,73.9191,113.25,4.152,3.64,71.2866,3.75,0.9148,3.6725,0.736892524,1
10-Nov-21,1.357220413,1.2452,6.3929,0.865201592,74.1659,112.85,4.1513,3.64,70.695,3.75,0.91415,3.6725,0.740521327,1
11-Nov-21,1.369112815,1.2452,6.4044,0.872600349,74.4749,113.95,4.1625,3.64,71.1964,3.75,0.91415,3.6725,0.746324353,1
12-Nov-21,1.372306848,1.2565,6.3926,0.873515024,74.4694,114.24,4.1678,3.64,71.8118,3.75,0.92285,3.6725,0.746630828,1
15-Nov-21,1.361841209,1.2517,6.3813,0.873820343,74.3548,113.98,4.1585,3.64,72.2724,3.75,0.9198,3.6725,0.744047619,1
16-Nov-21,1.359804188,1.255,6.3798,0.87966221,74.4535,114.19,4.161,3.64,72.5553,3.75,0.92745,3.6725,0.743632645,1
17-Nov-21,1.372872048,1.2595,6.3869,0.883704489,74.3753,114.85,4.1795,3.64,72.8228,3.75,0.93045,3.6725,0.743245754,1
18-Nov-21,1.374948439,1.2615,6.3777,0.881445571,74.1552,114.17,4.1798,3.64,72.6022,3.75,0.92675,3.6725,0.741454734,1
19-Nov-21,1.374759417,1.2639,6.3836,0.887232721,74.1552,114.33,4.183,3.64,72.7617,3.75,0.9266,3.6725,0.743383883,1
22-Nov-21,1.378739832,1.268,6.3828,0.886682036,74.3836,114.09,4.188,3.64,73.4506,3.75,0.92765,3.6725,0.744102984,1
23-Nov-21,1.384849744,1.2707,6.3838,0.888178346,74.5042,114.09,4.1905,3.64,74.8327,3.75,0.933,3.6725,0.748615062,1
24-Nov-21,1.387154945,1.2677,6.3888,0.892379083,74.4063,115.19,4.21,3.64,74.8327,3.75,0.93605,3.6725,0.747747411,1
29-Nov-21,1.400560224,1.2677,6.3848,0.886839305,75.091,113.7,4.2395,3.64,74.8327,3.75,0.92385,3.6725,0.749512817,1
30-Nov-21,1.399776036,1.2792,6.3716,0.880049283,75.0885,113.8,4.2265,3.64,74.8926,3.75,0.91885,3.6725,0.749540906,1
1-Dec-21,1.394894685,1.2776,6.366,0.883860704,74.9163,113.4,4.205,3.64,74.8926,3.75,0.9204,3.6725,0.750581701,1
2-Dec-21,1.408847563,1.2815,6.3758,0.881911985,74.9989,112.96,4.2265,3.64,74.8926,3.75,0.91925,3.6725,0.750243829,1
3-Dec-21,1.413227812,1.2812,6.3694,0.885661146,74.9852,113.13,4.2285,3.64,74.8926,3.75,0.91965,3.6725,0.753863551,1
6-Dec-21,1.423487544,1.278,6.3725,0.885975016,75.2978,113.05,4.224,3.64,73.6694,3.75,0.9224,3.6725,0.753040401,1
7-Dec-21,1.414227125,1.266,6.3677,0.888415068,75.3532,113.7,4.2315,3.64,74.1399,3.75,0.92515,3.6725,0.75454614,1
8-Dec-21,1.40193467,1.2642,6.3556,0.885034074,75.4733,113.48,4.2195,3.64,73.8453,3.75,0.9245,3.6725,0.756830394,1
9-Dec-21,1.393922498,1.27,6.3435,0.884095129,75.4992,113.75,4.211,3.64,73.5998,3.75,0.92255,3.6725,0.758437619,1
10-Dec-21,1.398405817,1.2714,6.3674,0.887075313,75.7189,113.44,4.2175,3.64,73.6059,3.75,0.92485,3.6725,0.757633154,1
13-Dec-21,1.398405817,1.2714,6.3633,0.886682036,75.7189,113.55,4.2175,3.64,73.6059,3.75,0.92485,3.6725,0.754090943,1
14-Dec-21,1.407657658,1.2714,6.363,0.884251481,75.8985,113.65,4.2335,3.64,73.4698,3.75,0.91935,3.6725,0.754660026,1
15-Dec-21,1.407657658,1.2714,6.3648,0.887941751,75.8985,113.78,4.2335,3.64,73.4698,3.75,0.91935,3.6725,0.754147813,1
16-Dec-21,1.396648045,1.2782,6.3667,0.882145378,76.2528,114.13,4.231,3.64,73.5708,3.75,0.92535,3.6725,0.749962502,1
17-Dec-21,1.39528394,1.2846,6.3723,0.882612533,76.1733,113.85,4.2105,3.64,73.733,3.75,0.9196,3.6725,0.752615338,1
20-Dec-21,1.406667604,1.2942,6.3783,0.887075313,75.9865,113.59,4.226,3.64,74.2947,3.75,0.92365,3.6725,0.757489679,1
21-Dec-21,1.405876564,1.2927,6.3716,0.885347499,75.5925,113.65,4.2115,3.64,73.8206,3.75,0.92225,3.6725,0.754916393,1
22-Dec-21,1.40193467,1.2865,6.3735,0.884877444,75.5947,114.16,4.21,3.64,73.7901,3.75,0.92285,3.6725,0.75103267,1
23-Dec-21,1.386962552,1.2865,6.3704,0.884173298,75.3481,114.21,4.206,3.64,73.3583,3.75,0.9202,3.6725,0.744379932,1
